T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
3456, -572, 407, 582, 74060, 39620, 40040
3476, -589, 480, 611, 72800, 40250, 31010
3496, -670, 561, 570, 73150, 45220, 25830
3516, -642, 513, 553, 75110, 53410, 34160
3536, -634, 494, 610, 78820, 44240, 36260
3556, -529, 699, 342, 86870, 20930, 35910
3576, -673, 672, 402, 24500, 63140, 58450
3596, -596, 628, 71, -53550, 141750, 107030
3616, -651, 612, -90, -51100, 177100, 162960
3636, -736, 419, 42, 25830, 258650, 251300
3656, -343, 884, -259, 337120, -126420, 254030
3676, -305, 939, -552, 578200, -318360, 274260
3696, -377, 1307, 433, 214900, -389340, 16310
3716, -388, 969, -266, 267330, -107520, -55930
3736, -416, 1000, -228, 256900, 114660, -56420
3756, -648, 1093, -102, 246050, 201320, -8820
3776, -397, 953, -319, 241150, 205800, 69650
3796, -401, 928, -230, 167440, 125930, 29260
3816, -487, 1045, -102, 204260, 135870, -14490
3836, -475, 973, -136, 236810, 120960, 16030
3856, -383, 845, -264, 144900, -18970, 49210
3876, -376, 909, -245, 81270, -152110, 39900
3896, -409, 914, -152, 147980, -176260, 39550
3916, -376, 760, -179, 187250, -182980, 77070
3936, -336, 710, -212, 130760, -243530, 115500
3956, -344, 789, -201, 95130, -291830, 125090
3976, -384, 894, -199, 103530, -291340, 135590
3996, -411, 869, -220, 95760, -275100, 174090
4016, -402, 835, -240, 52850, -270970, 229250
4036, -403, 951, -250, 57960, -259420, 196000
4056, -426, 1072, -261, 75670, -235270, 176960
4076, -432, 976, -249, 66150, -205240, 206920
4096, -401, 849, -230, 60200, -185220, 207830
4116, -371, 837, -215, 78470, -175210, 147420
4136, -357, 909, -220, 88970, -163240, 96110
4156, -371, 889, -218, 70350, -138390, 108780
4176, -333, 787, -256, 43750, -108220, 143570
4196, -390, 798, -145, 59430, -79310, 135520
4216, -441, 843, -93, 74340, -84210, 98280
4236, -456, 1004, -211, -10710, -173460, 28140
4256, -413, 1110, -338, -121590, -260260, -89530
4276, -466, 1572, -548, -157150, -238840, -204820
4296, -602, 1617, -293, -87640, -85960, -231630
4316, -486, 1213, -310, -76860, 76790, -150290
4336, -373, 1039, -404, -219870, 72730, -190750
4356, -390, 994, -187, -166810, 148260, -265090
4376, -381, 868, -81, -52360, 293090, -207760
4396, 8, 147, 648, -195860, 281890, -121870
4416, -61, 650, -358, -338100, 204820, -161840
4436, -191, 805, -264, -262640, 105420, -372050
4456, -393, 631, -60, -120330, 301420, -88550
4476, -442, 497, -17, -119420, 443170, 300370
4496, -452, 905, -259, -227430, 318010, 363510
4516, -532, 1398, -417, -254450, 108010, 186200
4536, -563, 1371, -167, -87780, 12040, 35700
4556, -397, 834, -199, 56910, -21700, 34230
4576, -285, 560, -239, -24290, -147000, 102060
4596, -305, 717, -201, 9240, -215880, 128800
4616, -390, 953, -172, 175140, -196280, 116410
4636, -464, 1048, -200, 271110, -178500, 127190
4656, -447, 857, -223, 241150, -206780, 153230
4676, -367, 652, -166, 193620, -264530, 107030
4696, -280, 594, -137, 204540, -321160, -40950
4716, -197, 502, -106, 201810, -359730, -173390
4736, -166, 386, -58, 143710, -358960, -184590
4756, -144, 419, -69, -28630, -269920, 35910
4776, -184, 580, -120, -118860, -213080, 193060
4796, -440, 1240, -261, -209510, -125300, 449190
4816, -1047, 1997, -707, -346290, -2520, 840980
4836, -656, 604, -215, -385350, 99960, 1027460
4856, -425, 732, -220, -122220, -21490, 406280
4876, -513, 1997, -838, 80290, -192430, -270550
4896, -1071, 1997, -760, 257530, -49700, -221060
4916, -926, 1530, -315, 68110, 186200, 396760
4936, -591, 801, -324, -155960, -5390, 330260
4956, -640, 1650, -588, 66850, -282800, -297430
4976, -700, 1997, -763, 383950, -313040, -639380
4996, -1235, 1997, -822, 452340, -151970, -443030
5016, -1057, 1949, -570, 168700, -6370, -5670
5036, -933, 1976, -659, 31920, -202860, -342090
5056, -793, 1997, -996, 188860, -403060, -963200
5076, -1148, 1997, -859, 264320, -271320, -940940
5096, -1334, 1997, -797, 123550, 77770, -350210
5116, -1021, 1997, -1124, -15190, 45640, -429730
5136, -1246, 1997, -1251, 138740, -84070, -976290
5156, -1246, 1997, -680, 272860, 216930, -796040
5176, -978, 1997, -831, 62300, 399280, -482230
5196, -1012, 1997, -879, 70140, 310940, -807450
5216, -977, 1997, -385, 436730, 478800, -920570
5236, -831, 1770, -657, 444640, 645540, -563150
5256, -944, 1997, -905, 216440, 604730, -381640
5276, -1082, 1997, -635, 419020, 715120, -428190
5296, -1167, 1997, -918, 696220, 906150, -328230
5316, -1295, 1997, -1316, 504140, 906500, -81130
5336, -1668, 1997, -1030, 329560, 986790, 119350
5356, -1998, 1997, -1997, 491260, 1256710, 205520
5376, -1998, 1997, -1997, 130340, 1345820, 363230
5396, -1998, 1997, -1997, -373240, 1582770, 620900
5416, -1998, 1997, -1997, -732830, 1802430, 554400
5436, -1998, 1997, -1997, -1468180, 1481270, 54600
5456, -1998, 1997, -1997, -1713250, 1472100, -409360
5476, -1998, 1997, -1997, -944090, 1579550, -1826510
5496, -1998, 1997, -1997, -8190, 2032310, -1769670
5516, -1998, 1997, -1997, 209440, 2199120, -1031590
5536, -1405, 1189, -1305, -18270, 2293130, -94850
5556, -1998, 1997, -901, -366730, 2186590, 60480
5576, -1998, 1997, -1997, -1450750, 1517390, -183330
5596, -1331, 1379, -1017, -1539370, 1885380, -42490
5616, -1998, 1997, -1392, -1417290, 1817060, -557270
5636, -1998, 1997, -657, -726320, 1554770, -1442910
5656, -1063, 1997, -1068, -283220, 1380820, -1595020
5676, -1654, 1997, -1997, -557130, 1223040, -1245510
5696, -1998, 1997, -1986, -231630, 1854440, -487340
5716, -1998, 1997, -1246, 154140, 2270590, 24640
5736, -1998, 1997, -1997, -90090, 1968890, -250810
5756, -1998, 1997, -1997, -998970, 1651090, 251440
5776, -1998, 1997, -1850, -1367240, 1685880, 584010
5796, -1998, 1997, -1997, -1211980, 1094800, -303730
5816, -1998, 1997, -1997, -1601110, 553560, -566020
5836, -1998, 1997, -1997, -1135260, 488670, -813610
5856, -1998, 1997, -1997, -922740, 121170, -1190840
5876, -1998, 1997, -1997, -588560, 229670, -1002540
5896, -1998, 1997, -1996, -258020, 37940, -1195880
5916, -1998, 1997, -1596, -135870, 127120, -902720
5936, -1435, 1997, -1236, 83370, 33880, -993230
5956, -1509, 1997, -1115, 8610, -148750, -990500
5976, -1532, 1997, -735, 47390, -52150, -738850
5996, -1129, 1997, -813, 188930, -82670, -726600
6016, -978, 1997, -772, 72380, -318850, -797650
6036, -1185, 1997, -658, 42070, -333270, -687680
6056, -1273, 1997, -905, 115780, -257320, -569170
6076, -1441, 1997, -1360, 32410, -343280, -593670
6096, -1851, 1997, -1180, -48160, -360640, -669550
6116, -1862, 1997, -1970, 9100, -213010, -754810
6136, -1998, 1997, -1973, -189910, -237300, -933100
6156, -1998, 1997, -1997, -109550, -2170, -1016680
6176, -1998, 1997, -1997, -15120, 131460, -1195040
6196, -1998, 1997, -1997, 338450, 543410, -1278410
6216, -1998, 1997, -1997, 538720, 727860, -1195670
6236, -1998, 1997, -1997, 663600, 957040, -907760
6256, -1998, 1997, -1997, 692300, 1133790, -602910
6276, -1998, 1997, -1997, 555450, 1327550, -220640
6296, -1998, 1997, -1997, 359380, 1463840, 47670
6316, -1998, 1997, -1774, 42000, 1556800, 278880
6336, -1998, 1997, -1747, -295260, 1517040, 331030
6356, -1872, 1997, -1712, -697760, 1449980, 406630
6376, -1571, 1997, -1316, -983920, 1339170, 312970
6396, -1414, 1997, -1296, -1112860, 1179990, 48020
6416, -1433, 1997, -1378, -1222760, 968940, -259630
6436, -1582, 1997, -1319, -1155910, 869750, -573300
6456, -1998, 1997, -1645, -939400, 879410, -902300
6476, -1998, 1997, -1997, -588700, 997780, -1226750
6496, -1998, 1997, -1997, -218890, 1117620, -1451660
6516, -1998, 1997, -1997, 170590, 1393420, -1253000
6536, -1998, 1997, -1997, 447650, 1659420, -814170
6556, -1998, 1997, -1997, 501130, 1831550, -308840
6576, -1998, 1997, -1997, 180390, 1934100, 266350
6596, -1998, 1997, -1997, -310940, 1850100, 576800
6616, -1998, 1997, -1997, -876820, 1574650, 642040
6636, -1998, 1997, -1997, -1229690, 1203440, 418530
6656, -1998, 1997, -1997, -1363250, 858970, 85330
6676, -1939, 1997, -1928, -1351490, 629020, -228200
6696, -1704, 1997, -1623, -1257340, 501830, -486990
6716, -1704, 1997, -1278, -1129870, 460180, -658280
6736, -1660, 1997, -1347, -897050, 466340, -819000
6756, -1708, 1997, -1159, -757540, 404950, -946400
6776, -1657, 1997, -1173, -552860, 416570, -1000510
6796, -1715, 1997, -1361, -364840, 390180, -1059660
6816, -1998, 1997, -1903, -166600, 398720, -1059310
6836, -1998, 1997, -1854, 59850, 504910, -951020
6856, -1998, 1997, -1997, 293860, 629020, -890400
6876, -1998, 1997, -1997, 502040, 621740, -988540
6896, -1998, 1997, -1997, 640990, 799330, -724780
6916, -1998, 1997, -1997, 764400, 951160, -355250
6936, -1998, 1997, -1997, 649250, 1125390, -10080
6956, -1998, 1997, -1997, 612640, 1203300, 107730
6976, -1998, 1997, -1997, 329770, 1295630, 392770
6996, -1998, 1997, -1997, 176610, 1368150, 472780
7016, -1998, 1997, -1997, -186480, 1332380, 589050
7036, -1998, 1997, -1997, -426230, 1346450, 630350
7056, -1998, 1997, -1997, -712670, 1170470, 500920
7076, -1998, 1997, -1968, -969990, 1075200, 499170
7096, -1998, 1997, -1884, -1068620, 888720, 281960
7116, -1998, 1997, -1997, -1179850, 662480, 88900
7136, -1998, 1997, -1746, -1196300, 475580, -101850
7156, -1438, 1997, -1634, -1110270, 292740, -374080
7176, -1998, 1997, -1984, -1150520, 153790, -501550
7196, -1998, 1997, -1790, -782180, 320250, -645470
7216, -1998, 1997, -1997, -738990, 237230, -978460
7236, -1998, 1997, -1743, -776720, 380660, -1100190
7256, -1998, 1997, -1997, -262080, 724780, -1317260
7276, -1998, 1997, -1997, -188510, 770350, -1491560
7296, -1998, 1997, -1997, 211120, 1277570, -1121190
7316, -1998, 1997, -1997, 421960, 1345890, -1018150
7336, -1998, 1997, -1997, 416780, 1620570, -440160
7356, -1998, 1997, -1997, 480480, 1762740, -175210
7376, -1998, 1997, -1997, 123760, 1753850, 228970
7396, -1998, 1997, -1997, -181790, 1831760, 528850
7416, -1998, 1997, -1997, -730870, 1576890, 552930
7436, -1998, 1997, -1997, -1154090, 1430170, 609210
7456, -1998, 1997, -1997, -1446550, 977970, 244020
7476, -1998, 1997, -1997, -1557850, 629650, 19110
7496, -560, 1960, -749, -1438010, 250390, -329350
7516, -1998, 1997, -1997, -1456420, -23800, -415380
7536, -963, 1997, -1972, -796110, 222320, -551950
