T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
8452, -433, 950, -245, -94220, 498820, -53200
8472, -368, 772, -235, -140910, 516880, -25200
8492, -362, 612, -173, -185220, 532490, 10850
8512, -346, 503, -91, -188720, 548450, 16730
8532, -316, 404, -49, -198450, 534030, -13510
8552, -269, 333, -38, -232960, 472290, -71750
8572, -233, 294, -40, -257320, 394030, -140490
8592, -216, 288, -36, -252280, 334810, -195370
8612, -201, 279, -45, -221130, 303520, -219590
8632, -194, 289, -63, -183050, 285530, -209440
8652, -192, 341, -101, -136360, 278950, -172690
8672, -218, 435, -138, -76580, 289170, -116270
8692, -274, 592, -198, -6930, 323190, -40110
8712, -387, 867, -280, 63490, 378700, 49980
8732, -695, 1601, -432, 218610, 509950, 156170
8752, -1148, 1997, -605, 301140, 487690, 52570
8772, -842, 1997, -538, 277270, 297010, -182490
8792, -501, 1537, -490, 103390, 117250, -280980
8812, -413, 1204, -356, 113610, 182560, -167440
8832, -466, 1104, -289, 192920, 324100, 3500
8852, -565, 1430, -355, 236040, 400190, 100100
8872, -780, 1997, -492, 256900, 423780, 137690
8892, -988, 1997, -625, 223020, 412510, 172130
8912, -730, 1984, -572, 150220, 315980, 104230
8932, -598, 1580, -384, 182770, 250530, -2660
8952, -527, 1422, -304, 216790, 242690, -8960
8972, -512, 1316, -288, 170170, 236460, 75880
8992, -520, 1207, -286, 92050, 231350, 193480
9012, -511, 1100, -251, 58730, 222810, 243040
9032, -480, 1035, -186, 94780, 208600, 199360
9052, -425, 967, -199, 125650, 162120, 111440
9072, -370, 932, -204, 109270, 87220, 33390
9092, -347, 801, -166, 94290, 45570, 23520
9112, -327, 669, -113, 82460, 35280, 73710
9132, -311, 506, -74, 63350, 9310, 110460
9152, -289, 396, -48, 49770, -45010, 100450
9172, -284, 338, -32, 59430, -118580, 42420
9192, -265, 316, -46, 75670, -201320, -30870
9212, -244, 322, -67, 84910, -286440, -95620
9232, -226, 352, -88, 87570, -356720, -121380
9252, -209, 397, -105, 87150, -402430, -97020
9272, -220, 476, -123, 88620, -419790, -21140
9292, -272, 613, -135, 93240, -405510, 109830
9312, -388, 870, -159, 102620, -366800, 273420
9332, -650, 1380, -213, 99960, -321370, 441700
9352, -1080, 1997, -708, 53200, -305130, 573650
9372, -913, 1997, -826, -63980, -401380, 559510
9392, -610, 1688, -586, -86450, -595420, 287000
9412, -431, 1258, -424, -8050, -635390, 98980
9432, -453, 1176, -290, 50960, -500850, 191240
9452, -559, 1208, -247, 95410, -215250, 507850
9472, -610, 1420, -399, 54810, -181300, 527940
9492, -739, 1997, -564, 78890, -181650, 402080
9512, -786, 1997, -556, 150290, -161420, 256620
9532, -609, 1793, -403, 118790, -154700, 195650
9552, -504, 1231, -298, 34650, -122220, 249340
9572, -413, 986, -285, -15260, -86730, 285670
9592, -379, 923, -244, -8540, -45290, 262500
9612, -388, 931, -190, 53760, 28280, 220290
9632, -422, 993, -158, 63350, 72030, 187670
9652, -409, 1024, -210, -5600, 63910, 168700
9672, -412, 1045, -251, -84070, 45080, 157990
9692, -402, 996, -285, -134890, 48160, 154770
9712, -399, 930, -227, -129500, 84490, 139020
9732, -393, 895, -151, -90790, 128240, 93380
9752, -362, 817, -137, -106750, 130690, 38430
9772, -317, 750, -152, -173810, 99190, -7490
9792, -282, 689, -169, -233170, 77630, -41370
9812, -269, 625, -171, -255850, 94150, -54880
9832, -270, 581, -158, -244790, 141890, -56910
9852, -289, 582, -138, -213640, 198870, -70490
9872, -302, 632, -132, -179760, 244930, -107380
9892, -319, 707, -172, -163310, 274050, -151200
9912, -346, 809, -236, -162470, 298760, -185360
9932, -408, 972, -292, -144760, 339220, -215040
9952, -480, 1159, -335, -94220, 405160, -235130
9972, -541, 1288, -351, -38360, 478800, -235900
9992, -581, 1320, -350, -8400, 541730, -215180
10012, -557, 1300, -380, -11760, 576240, -200760
10032, -537, 1269, -377, -19180, 586810, -208110
10052, -546, 1265, -347, -6720, 616280, -183750
10072, -575, 1362, -381, -2730, 664720, -98560
10092, -640, 1507, -446, -45640, 690270, 9660
10112, -716, 1680, -535, -116270, 696080, 110950
10132, -778, 1830, -538, -179340, 695870, 178570
10152, -748, 1762, -452, -203210, 684740, 182840
10172, -630, 1554, -404, -295540, 522690, 60200
10192, -557, 1439, -402, -360080, 417900, 16310
10212, -528, 1340, -413, -398720, 352870, 24500
10232, -539, 1283, -370, -393470, 318920, 51940
10252, -545, 1244, -324, -358610, 273000, 45850
10272, -518, 1233, -320, -323120, 186480, -13790
10292, -485, 1187, -289, -277970, 92750, -83440
10312, -440, 1057, -258, -241360, 14770, -113470
10332, -388, 900, -227, -216300, -46620, -108640
10352, -351, 747, -185, -183820, -89740, -86730
10372, -331, 640, -153, -142660, -125020, -66570
10392, -314, 565, -140, -99120, -164360, -61950
10412, -299, 526, -136, -53130, -208250, -74060
10432, -286, 500, -132, -5320, -247170, -83230
10452, -285, 491, -126, 40460, -277060, -75600
10472, -281, 502, -129, 78540, -304010, -56420
10492, -284, 522, -138, 106610, -330330, -28210
10512, -301, 563, -149, 131320, -349930, 11410
10532, -347, 659, -154, 159320, -362250, 50540
10552, -395, 777, -172, 182490, -381150, 69930
10572, -454, 934, -223, 185220, -419860, 64750
10592, -521, 1131, -302, 163170, -477260, 38430
10612, -571, 1361, -413, 129710, -539350, -2590
10632, -601, 1514, -450, 105700, -581560, -40880
10652, -612, 1552, -431, 98980, -587860, -57400
10672, -604, 1496, -418, 74060, -582610, -53480
10692, -591, 1471, -452, 8960, -587790, -36540
10712, -589, 1560, -486, -58800, -589820, -18060
10732, -624, 1687, -503, -95270, -565180, 1540
10752, -681, 1886, -524, -103810, -513590, 27860
10772, -705, 1954, -546, -110460, -460390, 49840
10792, -662, 1827, -550, -154140, -422800, 77560
10812, -640, 1754, -510, -206430, -393120, 97650
10832, -604, 1710, -504, -221970, -346710, 99120
10852, -564, 1619, -469, -227990, -295400, 83650
10872, -528, 1472, -419, -258090, -168000, 81620
10892, -478, 1292, -383, -281260, -106330, 77210
10912, -439, 1175, -343, -283710, -44170, 44730
10932, -414, 1089, -305, -272650, 21350, -3920
10952, -384, 1005, -274, -268660, 83370, -52080
10972, -353, 881, -228, -273070, 141260, -91910
10992, -312, 742, -192, -284620, 192990, -123410
11012, -286, 606, -156, -296380, 235970, -156380
11032, -265, 505, -128, -295960, 274890, -193340
11052, -245, 430, -112, -282380, 311500, -230300
11072, -239, 361, -93, -253960, 351820, -254940
11092, -235, 321, -69, -216440, 392350, -258650
11112, -232, 307, -46, -180460, 419930, -242340
11132, -221, 299, -31, -155820, 424060, -208740
11152, -205, 315, -42, -147490, 406280, -153790
11172, -195, 365, -82, -147490, 384370, -71190
11192, -219, 469, -145, -146440, 379820, 45150
11212, -295, 642, -215, -140840, 410270, 197400
11232, -457, 946, -327, -141820, 475650, 376320
11252, -673, 1382, -513, -166180, 556080, 546630
11272, -1162, 1997, -828, -188370, 624190, 619220
11292, -1114, 1997, -442, -58520, 614390, 396900
11312, -517, 1751, -419, 63910, 343980, -152390
11332, -358, 1112, -350, -269290, 68950, -284900
11352, -363, 900, -331, -448350, 100170, -35560
11372, -391, 816, -384, -488670, 195440, 209930
11392, -495, 1037, -425, -473060, 267400, 347480
11412, -844, 1972, -546, -361620, 341250, 352030
11432, -1101, 1997, -613, -203560, 361270, 211190
11452, -669, 1941, -481, -118300, 218330, -72100
11472, -398, 1179, -440, -294910, -23940, -239960
11492, -324, 871, -331, -469490, -116900, -186480
11512, -347, 760, -224, -393050, -29190, -90860
11532, -375, 781, -205, -266490, 73570, -21980
11552, -413, 957, -212, -187460, 102200, -16310
11572, -466, 1171, -254, -131250, 73920, -58730
11592, -475, 1252, -337, -116970, -35210, -97090
11612, -440, 1094, -325, -96460, -64330, -99120
11632, -438, 948, -215, -15400, -62510, -118090
11652, -393, 813, -166, 33950, -98770, -165340
11672, -337, 713, -189, 38780, -164360, -218820
11692, -313, 714, -165, 72450, -186060, -219660
11712, -297, 705, -179, 86800, -196560, -181930
11732, -267, 693, -240, 84980, -194880, -115850
11752, -328, 754, -199, 124670, -153930, -42490
11772, -418, 971, -183, 199430, -95620, 18620
11792, -484, 1141, -230, 192850, -119420, 17080
11812, -532, 1355, -323, 142450, -191030, -24570
11832, -527, 1415, -385, 117320, -244650, -72240
11852, -465, 1194, -366, 101430, -272860, -110250
11872, -445, 1065, -234, 128730, -259210, -139300
11892, -400, 1005, -228, 161560, -239890, -159110
11912, -361, 969, -279, 118860, -253890, -154630
11932, -378, 1043, -291, 85890, -238280, -113190
11952, -429, 1167, -308, 107660, -175070, -59640
11972, -488, 1262, -289, 138110, -108990, -25270
11992, -522, 1283, -242, 157290, -71960, -34510
12012, -454, 1199, -303, 126700, -94430, -93100
12032, -398, 1199, -366, 64260, -139860, -165340
12052, -408, 1208, -364, 74130, -106260, -187670
12072, -463, 1234, -278, 141890, 1260, -150150
12092, -504, 1277, -221, 199850, 98840, -111650
12112, -482, 1319, -327, 173250, 117040, -110600
12132, -480, 1393, -433, 94990, 88060, -138880
12152, -517, 1432, -370, 97090, 119070, -157150
12172, -532, 1308, -265, 176400, 213430, -143640
12192, -496, 1183, -230, 198450, 272580, -117040
12212, -428, 1141, -282, 147210, 256970, -125090
12232, -400, 1119, -338, 90230, 229250, -137760
12252, -451, 1121, -284, 76720, 261450, -94710
12272, -482, 1073, -209, 109760, 348740, -6160
12292, -457, 972, -189, 111300, 400680, 63070
12312, -407, 872, -190, 630, 317870, 36540
12332, -365, 833, -187, -21700, 274050, -2870
12352, -341, 790, -178, -29120, 258930, 1820
12372, -335, 733, -153, -42490, 261310, 54810
12392, -343, 666, -114, -65030, 252560, 111440
12412, -333, 583, -87, -98700, 211890, 138320
12432, -310, 525, -92, -131180, 142380, 122500
12452, -285, 502, -105, -140420, 72520, 82530
12472, -275, 500, -107, -121380, 25410, 45920
12492, -276, 545, -105, -90230, -980, 29400
12512, -291, 610, -109, -67410, -23730, 34370
12532, -319, 719, -125, -62790, -50890, 61390
12552, -379, 888, -171, -81060, -83650, 106260
12572, -476, 1147, -287, -119490, -120960, 154840
12592, -615, 1569, -441, -153440, -162120, 171080
12612, -707, 1876, -474, -133840, -197960, 120610
12632, -636, 1701, -395, -81620, -238350, 12530
12652, -520, 1409, -396, -122710, -304360, -58310
12672, -459, 1262, -388, -196840, -341740, -46410
12692, -465, 1217, -391, -206430, -309610, 17360
12712, -549, 1396, -348, -175000, -248640, 81270
12732, -629, 1652, -388, -140420, -214410, 91770
12752, -667, 1812, -477, -152530, -228830, 68600
12772, -591, 1657, -534, -204050, -266770, 42840
12792, -551, 1514, -425, -221830, -279860, 17920
12812, -538, 1415, -376, -186690, -251230, -3220
12832, -533, 1535, -391, -183890, -232120, -11900
12852, -562, 1535, -461, -197120, -212940, -1890
12872, -593, 1509, -395, -219590, -177100, 43540
12892, -549, 1393, -319, -190400, -137970, 34930
12912, -455, 1200, -324, -167580, -141610, -46480
12932, -386, 1066, -307, -213010, -173810, -109550
12952, -354, 959, -288, -235690, -164990, -122500
12972, -353, 859, -244, -225890, -108920, -89250
12992, -365, 810, -179, -192360, -31920, -45290
13012, -357, 779, -152, -153930, 23870, -44520
13032, -319, 752, -174, -164080, 10920, -147140
13052, -288, 727, -198, -171080, 14140, -183120
13072, -285, 683, -191, -144970, 60690, -182420
13092, -291, 642, -161, -100380, 124180, -165970
13112, -293, 607, -123, -62090, 175000, -152390
13132, -291, 561, -94, -48370, 202370, -139930
13152, -279, 517, -91, -57610, 206220, -135450
13172, -263, 502, -113, -64820, 201110, -145250
13192, -245, 540, -151, -48300, 211680, -150360
13212, -258, 643, -190, -7630, 256410, -118580
13232, -317, 787, -216, 40460, 334320, -31290
13252, -421, 1000, -245, 66150, 418390, 89810
13272, -558, 1325, -345, 44170, 477890, 200830
13292, -763, 1894, -574, -7350, 498680, 248360
13312, -853, 1997, -521, 1680, 492870, 180040
13332, -661, 1661, -344, 53340, 454510, 43050
13352, -494, 1300, -312, -48650, 356300, -14420
13372, -435, 1200, -343, -164360, 284130, 12810
13392, -495, 1267, -443, -224840, 292740, 123830
13412, -671, 1584, -473, -236460, 361690, 277690
13432, -870, 1997, -503, -205310, 435470, 383880
13452, -859, 1997, -540, -211610, 403060, 355950
13472, -599, 1726, -464, -235690, 241220, 160650
13492, -489, 1366, -376, -239890, 98140, -2380
13512, -463, 1145, -297, -252140, 69510, 31010
13532, -459, 1021, -273, -266000, 82320, 141750
13552, -461, 992, -282, -279510, 68670, 218120
13572, -470, 1076, -287, -262150, 33740, 230580
13592, -474, 1155, -291, -202580, -5740, 191100
13612, -467, 1068, -247, -140700, -45500, 146160
13632, -421, 914, -217, -103040, -87430, 128660
13652, -365, 737, -182, -84280, -143850, 112770
13672, -324, 566, -150, -67060, -200340, 97580
13692, -292, 441, -121, -36680, -240590, 91350
13712, -269, 356, -94, 12950, -273210, 70560
13732, -256, 292, -86, 69510, -347690, -6930
13752, -255, 267, -74, 168070, -389410, -43540
13772, -249, 272, -84, 200480, -437150, -71680
13792, -250, 277, -99, 216510, -484540, -76930
13812, -233, 353, -132, 226380, -517300, -51240
13832, -247, 471, -152, 238490, -523880, 8050
13852, -307, 679, -170, 249830, -507010, 98000
13872, -463, 1153, -207, 233240, -485590, 217070
13892, -877, 1997, -445, 144130, -483000, 370090
13912, -1405, 1997, -909, -35840, -543550, 497490
13932, -835, 1762, -682, -138180, -718480, 355320
13952, -494, 1181, -525, -97160, -840070, 93450
13972, -338, 1025, -419, -3710, -750610, 71820
13992, -374, 1038, -305, 88340, -537040, 255640
14012, -559, 1334, -270, 157360, -315700, 487060
14032, -823, 1976, -415, 151270, -185220, 617330
14052, -1042, 1997, -782, 65030, -179550, 593670
14072, -647, 1994, -695, -420, -295540, 356230
14092, -487, 1456, -338, 78330, -317100, 127960
14112, -433, 1174, -256, 135730, -179900, 176330
14132, -435, 1082, -265, 78470, -77280, 294980
14152, -478, 1105, -254, 14210, -70, 375340
14172, -488, 1161, -306, -18200, 62020, 371210
14192, -465, 1248, -339, -40180, 85470, 267120
14212, -451, 1213, -256, -28140, 115640, 134750
14232, -406, 1086, -238, -37380, 164570, 62790
14252, -373, 947, -233, -123900, 189840, 51660
14272, -337, 815, -215, -216370, 219450, 66990
14292, -307, 646, -189, -282450, 262290, 68810
14312, -285, 528, -149, -317100, 305690, 31430
14332, -269, 454, -110, -315490, 348460, -46620
14352, -255, 409, -84, -301910, 385910, -142870
14372, -248, 361, -72, -299040, 415170, -222880
14392, -244, 334, -78, -301000, 438130, -274120
14412, -237, 354, -98, -294280, 458150, -305690
14432, -242, 405, -147, -269990, 483210, -319970
14452, -279, 506, -216, -175700, 590800, -222530
14472, -357, 672, -294, -115920, 681660, -107660
14492, -493, 937, -371, -67970, 788410, 29820
14512, -668, 1283, -489, -61880, 886620, 159740
14532, -883, 1777, -665, -80850, 941290, 201880
14552, -975, 1997, -505, -34440, 932890, 83510
14572, -688, 1550, -344, -58380, 815570, -91630
14592, -506, 1217, -315, -254170, 644140, -154420
14612, -445, 1144, -342, -400190, 555800, -103110
14632, -476, 1222, -527, -518140, 531090, 26670
14652, -644, 1464, -641, -575120, 561540, 173600
14672, -868, 1817, -616, -508550, 629580, 241290
14692, -875, 1955, -418, -352380, 601370, 80290
14712, -633, 1673, -303, -229250, 407680, -260610
14732, -408, 1295, -345, -292740, 188370, -441140
14752, -343, 983, -336, -383880, 112770, -377510
14772, -340, 782, -293, -370300, 160720, -223300
14792, -375, 722, -242, -271320, 228830, -126210
14812, -429, 865, -183, -128310, 261450, -129010
14832, -454, 1046, -187, -5250, 233380, -186760
14852, -451, 1159, -241, 39270, 150920, -225680
14872, -420, 1092, -279, 29610, 64050, -206500
14892, -395, 932, -267, 31500, 16870, -141820
14912, -397, 825, -210, 84700, 2170, -87360
14932, -393, 841, -182, 174370, -19180, -87010
14952, -374, 874, -171, 237860, -76860, -118440
14972, -364, 891, -212, 240730, -158830, -123130
14992, -381, 930, -251, 212660, -220570, -68390
15012, -421, 972, -245, 209090, -241710, 7560
15032, -475, 1022, -231, 234220, -250530, 49210
15052, -515, 1115, -232, 263340, -278670, 44590
15072, -498, 1137, -291, 270900, -343280, 140
15092, -431, 1043, -350, 232400, -438270, -62160
15112, -431, 988, -297, 197750, -490980, -74550
15132, -439, 958, -257, 223370, -472710, -46130
15152, -428, 997, -263, 251300, -457380, -37730
15172, -450, 1103, -281, 213080, -481250, -20790
15192, -457, 1163, -347, 166880, -483210, 22680
15212, -493, 1232, -359, 162400, -453180, 59850
15232, -545, 1288, -302, 205240, -416150, 44660
15252, -514, 1208, -300, 192430, -437920, -25620
15272, -443, 1063, -317, 131670, -481460, -89880
15292, -391, 966, -310, 108570, -476420, -112490
15312, -376, 920, -290, 124110, -425110, -106260
15332, -415, 1002, -251, 159390, -357770, -103320
15352, -447, 1166, -270, 165900, -317730, -125300
15372, -461, 1307, -346, 116970, -308630, -147700
15392, -497, 1451, -385, 68810, -278460, -143920
15412, -544, 1467, -380, 46760, -219030, -132090
15432, -537, 1418, -337, 32130, -174230, -164850
15452, -463, 1319, -329, 13650, -157360, -251650
15472, -412, 1208, -335, -24990, -131530, -307020
15492, -400, 1230, -354, -45500, -63910, -306110
15512, -451, 1270, -336, -23310, 44380, -271040
