T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
31012, 244, -454, -193, -23450, -37590, -125580
31032, 236, -426, -221, -49420, -80290, -88830
31052, 237, -398, -207, -15120, -71680, -57400
31072, 239, -395, -135, 31780, -52430, -21350
31092, 263, -434, -70, 59570, -73290, 36960
31112, 296, -606, -114, 38990, -162400, 128030
31132, 381, -1044, -353, -14210, -293090, 233870
31152, 467, -1451, -546, -39900, -374850, 302680
31172, 409, -1188, -323, -11970, -323050, 264880
31192, 512, -1122, -273, -23310, -211960, 140140
31212, 715, -1402, -514, -99330, -207130, 97790
31232, 611, -1642, -561, -92120, -301840, 252630
31252, 469, -1732, -390, 44450, -338030, 442750
31272, 568, -1681, -420, 85120, -278740, 417620
31292, 746, -1572, -602, -44800, -234360, 255430
31312, 637, -1428, -502, -106190, -218680, 213220
31332, 1252, -1286, -671, 10920, -190610, 338450
31352, 489, -1271, -287, 84210, -153930, 428260
31372, 519, -1145, -414, -27020, -29470, 333480
31392, 405, -959, -437, -183470, 46620, 243320
31412, 296, -721, -299, -216370, 69930, 250320
31432, 215, -652, -259, -170240, 109970, 280770
31452, 211, -593, -258, -163170, 141330, 274470
31472, 230, -561, -307, -220710, 229880, 139580
31492, 227, -524, -302, -224630, 307090, 78610
31512, 215, -495, -293, -193060, 379260, 52360
31532, 219, -483, -283, -139160, 421470, 60550
31552, 253, -540, -318, -70280, 431340, 94290
31572, 326, -713, -422, 1890, 427910, 146510
31592, 398, -1007, -536, 94360, 441560, 208530
31612, 448, -1382, -511, 198100, 481810, 261660
31632, 431, -1496, -336, 248290, 516810, 272440
31652, 425, -1211, -351, 161910, 481670, 219870
31672, 572, -1200, -528, 32200, 391230, 164990
31692, 673, -1390, -537, 47600, 320950, 206990
31712, 493, -1602, -349, 211750, 270200, 377230
31732, 395, -1627, -370, 294000, 206570, 503720
31752, 521, -1414, -478, 164780, 153370, 393330
31772, 643, -1267, -425, 43820, 145110, 195020
31792, 477, -1119, -283, 83440, 129010, 171220
31812, 314, -1149, -254, 181370, 33600, 322000
31832, 274, -1170, -308, 197960, -76790, 398300
31852, 310, -974, -309, 141890, -116060, 295610
31872, 321, -723, -225, 84630, -84490, 113330
31892, 279, -607, -187, 68460, -50260, -3640
31912, 215, -536, -157, 119840, -138810, 38290
31932, 168, -535, -153, 136290, -209020, 68040
31952, 153, -561, -148, 127190, -245630, 39480
31972, 164, -617, -152, 81900, -255290, -37170
31992, 237, -693, -209, 2170, -256830, -136290
32012, 347, -789, -297, -74200, -270410, -209230
32032, 392, -883, -344, -95270, -294910, -214480
32052, 363, -904, -284, -50750, -327810, -150850
32072, 355, -1048, -258, -18340, -371000, -87430
32092, 474, -1358, -427, -63840, -434840, -66920
32112, 544, -1449, -562, -154490, -499520, -70490
32132, 512, -1304, -474, -179760, -509740, -67340
32152, 570, -1385, -469, -134680, -481530, -43610
32172, 588, -1536, -507, -99820, -492170, 17570
32192, 521, -1557, -525, -74130, -536970, 111580
32212, 464, -1365, -475, -49700, -548520, 162540
32232, 531, -1304, -508, -47810, -513030, 138810
32252, 520, -1211, -462, -35770, -462070, 115220
32272, 435, -1101, -351, 20720, -411110, 143850
32292, 363, -992, -305, 78050, -367220, 186480
32312, 328, -865, -315, 78890, -337120, 194320
32332, 318, -741, -315, 35840, -295960, 155610
32352, 298, -625, -284, -3570, -226800, 98700
32372, 262, -523, -220, -12390, -52220, 30590
32392, 241, -482, -198, -18340, 11270, 22890
32412, 234, -496, -207, -42000, 57400, 16870
32432, 257, -604, -278, -72310, 108430, -1260
32452, 305, -763, -365, -89600, 181090, -36400
32472, 352, -946, -424, -71190, 277130, -81970
32492, 421, -1142, -383, -28140, 369740, -118790
32512, 461, -1294, -377, 1680, 416640, -129850
32532, 462, -1298, -437, -18900, 406280, -123620
32552, 452, -1257, -526, -46760, 397320, -133420
32572, 521, -1346, -548, -5110, 436730, -152810
32592, 567, -1476, -459, 95060, 483560, -134750
32612, 505, -1490, -436, 167650, 468300, -65100
32632, 477, -1394, -510, 146020, 404460, -20230
32652, 531, -1326, -487, 111650, 383320, -50470
32672, 501, -1202, -342, 154630, 402780, -68390
32692, 410, -1124, -295, 211400, 370090, -140
32712, 378, -1092, -363, 193410, 275310, 78890
32732, 370, -991, -344, 141680, 212240, 76790
32752, 335, -832, -232, 127050, 215810, 25060
32772, 286, -677, -140, 136080, 222320, -1890
32792, 246, -606, -138, 122570, 175000, 15890
32812, 230, -586, -175, 77630, 88340, 44940
32832, 232, -583, -192, 7630, -14210, 34090
32852, 246, -608, -178, -2030, -18340, 4130
32872, 263, -639, -148, -15750, -32480, -16590
32892, 280, -696, -168, -50190, -82530, -16940
32912, 307, -782, -236, -97160, -153650, -4900
32932, 358, -920, -322, -131810, -206710, 1330
32952, 423, -1086, -351, -137690, -221410, -7210
32972, 449, -1157, -312, -130340, -218330, -21070
32992, 461, -1182, -321, -144480, -240520, -21070
33012, 497, -1286, -439, -188300, -299670, -560
33032, 539, -1399, -508, -213290, -347410, 26600
33052, 540, -1423, -434, -183120, -347480, 46060
33072, 506, -1363, -390, -143920, -329770, 57120
33092, 518, -1367, -472, -155680, -349090, 72380
33112, 516, -1347, -496, -176610, -380940, 97160
33132, 472, -1224, -420, -142730, -365470, 115640
33152, 435, -1116, -348, -90790, -318080, 117530
33172, 413, -1038, -370, -79450, -295050, 114380
33192, 381, -954, -376, -93520, -291830, 118160
33212, 338, -823, -317, -85750, -265090, 116480
33232, 294, -700, -263, -59850, -207690, 99050
33252, 273, -619, -239, -47950, -147350, 71330
33272, 271, -586, -257, -54810, -97790, 42420
33292, 271, -579, -278, -64190, 140, -210
33312, 274, -610, -294, -42420, 67760, -17710
33332, 287, -676, -304, -8540, 141750, -35630
33352, 318, -803, -324, 23870, 206850, -51730
33372, 378, -981, -364, 50050, 252280, -64470
33392, 433, -1155, -419, 66080, 282100, -75250
33412, 443, -1231, -411, 74900, 302890, -90020
33432, 437, -1184, -418, 81060, 317520, -105420
33452, 488, -1236, -476, 89390, 322980, -113750
33472, 540, -1381, -512, 121380, 324240, -103530
33492, 530, -1425, -449, 183680, 325220, -65730
33512, 469, -1353, -399, 224210, 309540, -28910
33532, 492, -1315, -454, 197610, 278810, -35070
33552, 523, -1264, -447, 167510, 257880, -65380
33572, 452, -1134, -336, 194950, 245840, -56210
33592, 385, -1068, -293, 231630, 209300, -3640
33612, 374, -1020, -310, 217770, 152600, 24780
33632, 367, -924, -302, 173880, 113820, 2310
33652, 337, -795, -245, 143850, 100590, -33810
33672, 294, -681, -187, 135450, 87220, -46270
33692, 255, -607, -157, 126280, 51590, -33250
33712, 250, -587, -169, 102410, -420, -15470
33732, 260, -602, -183, 69860, -49770, -7140
33752, 287, -652, -198, 16030, -113960, -5250
33772, 304, -700, -210, -3150, -145670, 7980
33792, 313, -753, -227, -23310, -182840, 28210
33812, 343, -843, -267, -47670, -217210, 44520
33832, 390, -962, -315, -71890, -243040, 53830
33852, 447, -1101, -360, -85540, -260190, 65240
33872, 459, -1164, -358, -86240, -273770, 86590
33892, 467, -1213, -369, -88690, -289450, 111300
33912, 505, -1298, -431, -103180, -308280, 129430
33932, 536, -1367, -465, -111510, -316960, 143220
33952, 525, -1353, -430, -94360, -307720, 160370
33972, 496, -1297, -392, -72940, -293230, 178990
33992, 507, -1306, -440, -75320, -288610, 189770
34012, 488, -1237, -423, -81130, -278390, 192570
34032, 454, -1125, -370, -67690, -245350, 190610
34052, 416, -1046, -337, -51590, -203630, 183820
34072, 391, -965, -335, -55090, -173530, 176540
34092, 350, -856, -315, -68880, -146230, 165060
34112, 322, -773, -296, -79310, -108220, 146510
34132, 299, -697, -271, -84840, -57750, 119280
34152, 252, -631, -198, -88410, -3500, 90370
34172, 219, -652, -219, -97090, 43960, 64260
34192, 338, -696, -399, -135520, 54670, -14560
34212, 266, -746, -371, -44100, 136850, -38010
34232, 263, -776, -387, 53760, 218330, -76090
34252, 379, -630, -405, 116970, 306530, -128590
34272, 405, -1107, -960, 10290, 429380, -60130
34292, 307, -955, -1093, -192850, 596540, 26320
34312, 353, -503, -717, -303730, 1044400, 32410
34332, 248, -638, -599, -504420, 1190000, 179340
34352, 426, -787, -856, -673120, 990570, 364910
34372, 250, -795, -899, -574280, 783510, 596820
34392, 50, -1083, -806, -249760, 755650, 875210
34412, 73, -1575, -796, -106400, 843640, 910700
34432, 77, -1312, -564, -219730, 989800, 624820
34452, 262, -977, -168, -429310, 1106630, 210490
34472, 403, -904, -243, -603330, 1027040, -25830
34492, 508, -1166, -783, -755720, 696010, 17080
34512, 328, -1187, -728, -726320, 362040, 196280
34532, 162, -1010, -421, -411530, 307790, 297360
34552, 131, -1029, -182, -111440, 453040, 193690
34572, 196, -953, 17, -55720, 546000, -11550
34592, 372, -765, -153, -170030, 477400, -199640
34612, 356, -726, -349, -285600, 244860, -250670
34632, 257, -641, -334, -254520, 17570, -138810
34652, 196, -622, -236, 158410, -134750, 55930
34672, 202, -776, -137, 277410, -141890, 18900
34692, 285, -1004, -158, 272370, -235480, -38780
34712, 295, -1033, -397, 189630, -418320, -70000
34732, 223, -912, -507, 189210, -562170, -69930
34752, 206, -833, -505, 311290, -576310, -121870
34772, 281, -987, -496, 450450, -537600, -214270
34792, 399, -1220, -505, 545440, -551390, -278390
34812, 237, -1205, -513, 577150, -664230, -272370
34832, 55, -1008, -545, 539840, -817880, -270970
34852, 100, -1000, -651, 445340, -905100, -391650
34872, 303, -1150, -816, 331170, -926590, -558880
34892, 300, -1005, -683, 280700, -915320, -638470
34912, 182, -809, -519, 324870, -916650, -580370
34932, 188, -832, -612, 322770, -984550, -475650
34952, 255, -1020, -782, 259420, -1095080, -371140
34972, 267, -1046, -726, 250880, -1147510, -266700
34992, 240, -882, -568, 318920, -1087870, -213990
35012, 344, -669, -541, 358890, -996380, -218400
35032, 377, -653, -538, 336350, -948010, -211050
35052, 334, -675, -395, 317240, -875630, -139090
35072, 310, -688, -300, 308910, -711410, -62510
35092, 458, -729, -377, 217350, -503370, -65520
35112, 502, -745, -395, -56700, -62580, -131460
35132, 455, -755, -402, -91420, 113680, -68880
35152, 325, -743, -254, -102060, 200900, 17780
35172, 321, -847, -268, -138950, 202090, 56910
35192, 406, -1130, -459, -225120, 206990, 25130
35212, 502, -1275, -581, -285320, 302540, -63350
35232, 415, -1009, -340, -235060, 451780, -123130
35252, 365, -998, -322, -198940, 527590, -98350
35272, 456, -1205, -519, -247310, 509880, -61180
35292, 495, -1324, -638, -256970, 507640, -58870
35312, 368, -1093, -411, -147840, 581140, -50400
35332, 327, -1016, -317, -49700, 637560, -23240
35352, 419, -1108, -435, -73080, 618380, -7420
35372, 436, -1058, -477, -120960, 574210, 9030
35392, 317, -873, -354, -87430, 551180, 63980
35412, 270, -816, -278, -20020, 534380, 135240
35432, 290, -846, -273, -9030, 503090, 166810
35452, 317, -856, -306, -53410, 458080, 161980
35472, 289, -793, -289, -103880, 413070, 152320
35492, 247, -724, -251, -122570, 377790, 151550
35512, 235, -692, -211, -121800, 347200, 148470
35532, 257, -756, -228, -124320, 311430, 132090
35552, 296, -847, -273, -140630, 271460, 103600
35572, 315, -917, -309, -165970, 208530, 31150
35592, 305, -912, -281, -149590, 199710, -15750
35612, 313, -909, -250, -130900, 184520, -65030
35632, 357, -992, -277, -125580, 149660, -107100
35652, 401, -1089, -335, -123690, 99400, -132370
35672, 395, -1130, -344, -103740, 55930, -146580
35692, 363, -1100, -308, -70770, 28210, -172200
35712, 395, -1112, -305, -55860, -2030, -216720
35732, 430, -1129, -349, -61320, -51800, -253050
35752, 422, -1140, -363, -55930, -111580, -255780
35772, 387, -1109, -329, -28000, -162400, -241290
35792, 363, -1033, -312, -7280, -205730, -243110
35812, 373, -978, -340, -18620, -253610, -261380
35832, 378, -947, -369, -33670, -300860, -269780
35852, 479, -992, 169, -14210, -331520, -250880
35872, 5, -415, 573, 267120, -62160, -160720
35892, 101, -565, 343, 284830, 136920, -22750
35912, 141, -579, -290, -137690, -87640, -2240
35932, 465, -1072, -832, -383180, -117110, 20510
35952, 663, -1061, -1034, -437500, -84350, -95830
35972, 231, -588, 92, -51870, 143220, -94570
35992, 136, -733, 302, 461580, 377160, 68110
36012, 97, -862, -46, 397110, 257600, 184940
36032, 527, -1440, -994, -230440, -283080, 66220
36052, 475, -1038, -625, 11130, -101990, -32200
36072, 294, -673, -82, 388290, 132860, -28840
36092, 327, -806, 165, 435960, 123270, 25620
36112, 339, -1133, -319, 192990, -188720, 137830
36132, 451, -1519, -814, 59850, -429030, 201950
36152, 300, -1050, -442, 209020, -325920, 100380
36172, 320, -826, -153, 362110, -86870, -104580
36192, 472, -866, -134, 318570, -46130, -206500
36212, 408, -965, -412, 215390, -239470, -87150
36232, 306, -1059, -489, 198100, -407190, 94430
36252, 246, -995, -329, 284130, -365400, 96740
36272, 313, -842, -160, 322630, -233450, -68740
36292, 412, -770, -239, 231140, -183050, -224350
36312, 382, -727, -363, 103880, -248640, -214900
36332, 304, -713, -347, 90860, -318500, -82810
36352, 292, -762, -281, 170240, -305060, 11410
36372, 363, -870, -181, 231140, -243110, 8750
36392, 403, -899, -254, 213570, -217350, -21980
36412, 359, -822, -325, 116200, -258790, -11130
36432, 369, -824, -380, 32620, -290290, 30520
36452, 429, -875, -345, 21700, -244720, 44660
36472, 444, -928, -251, 111510, -111650, 88830
36492, 403, -984, -257, 94360, -134120, 164360
36512, 398, -1018, -352, 14980, -165270, 205730
36532, 437, -1078, -439, -45150, -125160, 180950
36552, 460, -1015, -356, -40040, -21210, 135100
36572, 441, -953, -246, -18760, 51030, 137690
36592, 393, -984, -301, -48160, 32900, 195370
36612, 403, -1059, -422, -113400, -9030, 244020
36632, 394, -1054, -428, -143360, 24920, 228970
36652, 364, -930, -294, -129640, 126280, 169540
36672, 354, -866, -241, -134960, 196420, 123550
36692, 361, -876, -308, -185150, 186410, 119910
36712, 357, -911, -405, -235690, 150080, 138110
36732, 322, -875, -387, -228900, 165970, 140000
36752, 286, -811, -303, -179340, 239050, 110110
36772, 296, -800, -260, -145040, 308980, 63630
36792, 339, -832, -304, -150710, 328930, 28280
36812, 358, -869, -368, -165340, 311150, 21350
36832, 327, -850, -360, -142170, 294490, 42420
36852, 304, -847, -319, -76930, 304640, 67410
36872, 326, -897, -301, -14280, 325290, 73920
36892, 310, -839, -655, 15610, 329910, 64680
36912, 218, -540, -408, -187810, 563570, 49420
36932, 184, -271, -155, -390110, 841050, 262080
36952, 168, -538, -319, -375130, 569100, 523320
36972, 362, -1476, -925, -333760, 378210, 701680
36992, 165, -1706, -692, -150850, 407330, 699650
37012, -1, -913, -35, 18620, 668010, 386260
37032, 153, -725, -20, -183190, 734650, 41230
37052, 396, -692, -159, -460670, 552020, -113260
37072, 635, -1036, -577, -585620, 285460, -52990
37092, 372, -1156, -654, -446810, 63000, 213640
37112, 122, -1035, -264, -87640, 51240, 407960
37132, 64, -966, -33, 59080, 170030, 273210
37152, 103, 564, 1775, -64960, 205590, -33880
