T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
20774, 29, 1545, -655, -296870, 402780, -354760
20794, -82, 1439, -570, -243950, 539280, -432810
20814, -161, 1409, -540, 58100, 797860, -506870
20834, -209, 1354, -574, 84000, 891870, -565040
20854, -259, 1281, -601, 131250, 986580, -590450
20874, -328, 1146, -569, 207690, 1100960, -530740
20894, -399, 956, -516, 230090, 1219820, -420630
20914, -448, 758, -463, 185570, 1306200, -340900
20934, -458, 644, -422, 121450, 1348760, -318710
20954, -452, 540, -371, 58800, 1361780, -328580
20974, -444, 446, -328, -6160, 1357020, -347760
20994, -419, 402, -292, -65940, 1334270, -374710
21014, -372, 479, -320, -104160, 1294020, -408800
21034, -316, 675, -429, -113680, 1251460, -426650
21054, -313, 986, -536, -85120, 1237250, -381500
21074, -381, 1079, -514, -20720, 1267630, -237580
21094, -370, 1044, -472, 1190, 1297100, -70700
21114, -306, 1114, -395, -17850, 1244320, -38220
21134, -247, 1078, -212, 37660, 1118320, -114660
21154, -161, 959, -131, 66010, 979650, -163800
21174, -43, 1175, -255, -80430, 825440, -188440
21194, 144, 1997, -732, -482580, 540820, -159040
21214, -83, 1788, -537, -456890, 508200, 24850
21234, -142, 1596, -177, -201390, 372610, 72870
21254, 119, 1997, -449, -122010, 29610, -207130
21274, 156, 1996, -638, -400960, -184100, -290780
21294, -55, 1522, -452, -524650, -192080, -21420
21314, -127, 1940, -380, -317240, -242340, 212310
21334, -38, 1997, -559, -179480, -452480, 170100
21354, -111, 1823, -660, -367290, -659260, 110810
21374, -229, 1439, -523, -485380, -719040, 310450
21394, -258, 1632, -432, -241220, -772240, 518700
21414, -261, 1655, -509, 1820, -904120, 525350
21434, -368, 1044, -475, -63770, -1032080, 495180
21454, -437, 734, -390, -107310, -1088290, 595280
21474, -470, 884, -427, 87150, -1165360, 616840
21494, -451, 944, -536, 230860, -1304380, 443590
21514, -461, 626, -522, 146160, -1430520, 267680
21534, -510, 353, -439, 33320, -1465730, 258300
21554, -524, 392, -419, 61530, -1457470, 303030
21574, -472, 460, -479, 73990, -1498630, 211890
21594, -412, 309, -488, 27090, -1477700, 238630
21614, -362, 176, -412, 100030, -1409660, 305970
21634, -299, 227, -371, 233100, -1338540, 315770
21654, -240, 405, -356, 304290, -1272320, 281400
21674, -216, 869, -362, 286860, -1191470, 260260
21694, -137, 1689, -564, 166110, -1106490, 257250
21714, -146, 1703, -672, -90370, -1011780, 275380
21734, -253, 1064, -440, -301210, -895160, 295680
21754, -114, 1018, -502, -338800, -864430, 149940
21774, 133, 1496, -686, -360850, -856450, -54810
21794, 242, 1997, -833, -320040, -709030, -51240
21814, 14, 1807, -586, -234780, -399630, 219940
21834, -68, 1553, -372, -220990, -109690, 439320
21854, 356, 1997, -1017, -315070, -41510, 250250
21874, 274, 1997, -859, -500780, -76160, -129850
21894, 31, 1764, -622, -307510, 149240, -78330
21914, -63, 1480, -561, -183680, 480340, 158970
21934, 114, 1879, -741, -353010, 602420, 28420
21954, 38, 1672, -708, -192080, 660380, -531720
21974, -193, 1223, -558, -183050, 934850, -368620
21994, -254, 1214, -698, -246610, 1058890, -452760
22014, -378, 1243, -706, -61670, 1100750, -644840
22034, -472, 1182, -505, 283220, 1185940, -655480
22054, -472, 866, -390, 347830, 1263850, -579320
22074, -429, 784, -480, 170100, 1288770, -574700
22094, -444, 798, -509, 69230, 1319780, -576240
22114, -483, 654, -422, 67200, 1389640, -490490
22134, -474, 425, -337, 6370, 1442700, -384860
22154, -447, 261, -327, -135520, 1440670, -351820
22174, -430, 230, -369, -253120, 1404130, -393330
22194, -434, 355, -394, -249620, 1371510, -448560
22214, -434, 512, -385, -136990, 1362410, -443450
22234, -409, 668, -358, -24290, 1360730, -359590
22254, -354, 813, -410, -1680, 1340220, -237510
22274, -307, 1001, -518, -77140, 1293600, -133770
22294, -324, 1028, -440, -148120, 1236900, -64750
22314, -298, 1032, -292, -116270, 1175860, -11410
22334, -167, 1365, -245, -83650, 883400, -88970
22354, -26, 1724, -364, -228130, 670880, -178990
22374, 66, 1813, -548, -411810, 490140, -220360
22394, -29, 1655, -408, -400050, 375690, -143850
22414, -9, 1996, -381, -252770, 237720, -68250
22434, 39, 1997, -486, -240870, 20440, -98140
22454, 54, 1997, -632, -403900, -186970, -109760
22474, -45, 1997, -551, -468510, -335650, -16030
22494, -72, 1997, -578, -342650, -459060, 134050
22514, -156, 1997, -632, -306600, -611100, 221130
22534, -263, 1823, -643, -386680, -738920, 340480
22554, -317, 1632, -572, -370440, -850360, 484610
22574, -318, 1599, -570, -178290, -982310, 560980
22594, -370, 1306, -528, -34440, -1108170, 579040
22614, -450, 959, -457, 33880, -1188460, 625100
22634, -516, 844, -454, 131530, -1262310, 632730
22654, -546, 827, -540, 199290, -1367100, 526890
22674, -569, 671, -570, 156800, -1485750, 367290
22694, -588, 521, -549, 66710, -1561840, 274330
22714, -579, 438, -526, 25690, -1604190, 231980
22734, -540, 372, -520, 12320, -1599430, 227920
22754, -478, 241, -489, 19320, -1565060, 255990
22774, -423, 160, -441, 77630, -1505420, 291900
22794, -377, 142, -394, 162400, -1437590, 296310
22814, -328, 211, -356, 221270, -1371020, 264320
22834, -282, 351, -338, 225680, -1305990, 218610
22854, -214, 677, -349, 167790, -1231300, 196000
22874, -138, 1199, -447, 46270, -1131830, 232190
22894, -145, 1716, -661, -140840, -987770, 362530
22914, -241, 1513, -536, -326130, -799120, 557550
22934, -145, 1352, -508, -340410, -688170, 566020
22954, 173, 1621, -780, -331730, -731430, 248640
22974, 271, 1997, -827, -346710, -668290, 75530
22994, 27, 1997, -637, -165340, -363930, 302190
23014, -45, 1940, -466, -9170, 700, 611450
23034, 270, 1997, -873, -75740, 158690, 525700
23054, 247, 1997, -897, -305760, 121100, 95200
23074, 14, 1997, -804, -221620, 276430, 7070
23094, -142, 1623, -674, -252420, 837410, 244510
23114, 55, 1836, -765, -282380, 813610, -160370
23134, -41, 1654, -739, -167860, 840910, -452830
23154, -236, 1241, -651, -224420, 1087590, -375270
23174, -314, 1181, -772, -329490, 1233680, -468580
23194, -499, 1202, -805, -179550, 1299620, -661570
23214, -642, 1144, -576, 211330, 1395380, -685510
23234, -632, 883, -503, 346360, 1476300, -618590
23254, -603, 797, -532, 229460, 1474410, -657510
23274, -595, 726, -468, 175560, 1482670, -673960
23294, -571, 574, -367, 145810, 1518580, -597100
23314, -533, 337, -279, 29400, 1533070, -504770
23334, -466, 194, -285, -168070, 1502690, -477610
23354, -423, 237, -357, -318640, 1436680, -534730
23374, -419, 389, -425, -324380, 1388030, -591430
23394, -450, 431, -376, -222880, 1389850, -550830
23414, -454, 419, -285, -119280, 1414560, -406350
23434, -355, 502, -315, -108500, 1397200, -257880
23454, -239, 841, -464, -192430, 1310750, -196000
23474, -291, 1089, -543, -274820, 1193220, -25200
23494, -325, 1123, -471, -281540, 1164170, 113540
23514, -277, 1246, -228, -178850, 995120, 51870
23534, -132, 1469, -178, -69370, 690480, -190050
23554, 81, 1876, -322, -143430, 376040, -409570
23574, 114, 1944, -526, -337120, 208600, -359590
23594, -2, 1906, -546, -499100, 155330, -124320
23614, -99, 1997, -346, -326060, 32410, 32550
23634, 97, 1997, -622, -147000, -269640, -92050
23654, 0, 1997, -713, -374500, -530460, -190050
23674, -175, 1886, -581, -543550, -572600, 81900
23694, -202, 1997, -559, -368620, -644070, 332850
23714, -223, 1997, -770, -219310, -845530, 334110
23734, -356, 1537, -656, -392910, -990220, 380800
23754, -424, 1389, -488, -333270, -1031520, 620410
23774, -406, 1505, -571, -5740, -1129590, 705950
23794, -434, 1094, -589, 111510, -1287790, 586600
23814, -539, 665, -477, 49000, -1377810, 548170
23834, -601, 791, -510, 131320, -1409940, 574210
23854, -587, 889, -636, 127330, -1618960, 228060
23874, -574, 618, -624, -35700, -1651930, 194040
23894, -571, 352, -524, -51310, -1617560, 271740
23914, -558, 302, -463, 18970, -1581930, 308070
23934, -531, 256, -453, 46550, -1561420, 289730
23954, -470, 206, -452, 37380, -1536220, 273140
23974, -402, 159, -432, 51800, -1487360, 273070
23994, -347, 159, -383, 105560, -1413370, 272860
24014, -296, 314, -356, 162820, -1331890, 243110
24034, -193, 743, -391, 165970, -1251600, 196490
24054, -39, 1577, -561, 82600, -1152760, 195440
24074, -114, 1738, -682, -94710, -981330, 334110
24094, -280, 1072, -363, -297150, -727510, 608160
24114, -165, 1127, -363, -273770, -587650, 644630
24134, 199, 1577, -795, -268170, -648410, 275240
24154, 286, 1970, -836, -382900, -624260, 30800
24174, 42, 1845, -574, -192150, -336840, 227780
24194, -122, 1711, -365, 79310, 47110, 572110
24214, 274, 1997, -879, 15050, 258300, 577640
24234, 208, 1997, -906, -294910, 303310, -81690
24254, -16, 1985, -736, -50120, 663600, 184520
24274, -158, 1619, -756, -212660, 900270, 227220
24294, 6, 1989, -808, -319340, 919800, -111230
24314, -22, 1825, -772, -124250, 885570, -500430
24334, -288, 1196, -673, -185850, 1104320, -465360
24354, -374, 1267, -797, -298760, 1278970, -517510
24374, -510, 1384, -881, -149660, 1337630, -718690
24394, -701, 1180, -647, 219100, 1447040, -711830
24414, -699, 964, -585, 361200, 1569540, -578690
24434, -642, 977, -595, 275100, 1571290, -613130
24454, -621, 853, -553, 221130, 1564080, -645330
24474, -627, 533, -410, 143430, 1599780, -568540
24494, -601, 259, -306, -3290, 1623930, -486500
24514, -524, 200, -310, -186760, 1585990, -501620
24534, -475, 291, -361, -290360, 1503180, -597940
24554, -458, 396, -397, -271600, 1447180, -651070
24574, -469, 431, -334, -193620, 1440460, -587650
24594, -430, 442, -281, -137200, 1444240, -435750
24614, -320, 559, -326, -257320, 1302350, -246260
24634, -232, 819, -440, -325360, 1206660, -207130
24654, -259, 975, -513, -354340, 1163330, -97160
24674, -305, 1023, -400, -315840, 1116010, 17850
24694, -292, 1143, -179, -166180, 954310, -14350
24714, -121, 1595, -180, -40880, 641340, -245630
24734, 86, 1934, -338, -94850, 303520, -473620
24754, 102, 1779, -489, -288120, 116970, -438760
24774, -43, 1705, -423, -408590, 60900, -197890
24794, -109, 1997, -351, -242690, -54530, -27440
24814, 48, 1997, -614, -108360, -340410, -129570
24834, -11, 1997, -700, -322560, -605290, -226870
24854, -199, 1862, -570, -496930, -670880, 4830
24874, -217, 1997, -600, -349230, -735280, 255220
24894, -284, 1995, -752, -229390, -909440, 291690
24914, -412, 1459, -655, -392210, -1043210, 360500
24934, -463, 1336, -524, -376950, -1093610, 584080
24954, -436, 1467, -610, -80080, -1188320, 684880
24974, -458, 1102, -610, 71890, -1334620, 598010
24994, -560, 729, -497, 127820, -1448020, 605080
25014, -627, 809, -523, 222950, -1525720, 489720
25034, -635, 826, -631, 126560, -1638350, 293930
25054, -625, 580, -635, -37660, -1688470, 231140
25074, -606, 389, -572, -62790, -1671880, 281260
25094, -574, 327, -509, 6160, -1638560, 313880
25114, -536, 304, -491, 50890, -1606710, 304850
25134, -471, 265, -478, 58870, -1569820, 290780
25154, -408, 225, -453, 78960, -1515290, 288470
25174, -329, 302, -422, 127120, -1441790, 283990
25194, -251, 562, -406, 173950, -1357160, 263200
25214, -156, 1102, -441, 167300, -1255380, 255360
25234, -155, 1567, -562, 56560, -1119300, 313880
25254, -245, 1180, -513, -181300, -934990, 467460
25274, -220, 962, -381, -341180, -769720, 582470
25294, -33, 1203, -541, -292250, -724150, 443940
25314, 224, 1675, -796, -285460, -723030, 182910
25334, 168, 1859, -653, -240800, -585830, 132510
25354, -31, 1852, -506, -19740, -267190, 368760
25374, 40, 1774, -553, -102480, 191800, 448420
25394, 293, 1990, -900, -271040, 170240, 53550
25414, 131, 1972, -747, -113400, 357910, 25340
25434, -58, 1997, -799, -31150, 681450, 225750
25454, -143, 1533, -712, -255850, 902370, 224280
25474, 6, 1772, -775, -282450, 894110, -164010
25494, -134, 1473, -675, -112910, 935270, -433510
25514, -292, 1226, -679, -180740, 1146670, -409920
25534, -385, 1249, -863, -316260, 1288910, -518910
25554, -584, 1318, -811, -164710, 1360870, -712320
25574, -720, 1091, -617, 217280, 1478540, -700490
25594, -692, 993, -625, 324170, 1575770, -616000
25614, -675, 944, -605, 252980, 1582840, -651840
25634, -654, 825, -542, 215880, 1598450, -651490
25654, -638, 510, -403, 147700, 1630090, -579670
25674, -595, 276, -357, -7140, 1644930, -510930
25694, -547, 252, -371, -196140, 1609300, -528220
25714, -514, 364, -413, -272020, 1547350, -599830
25734, -507, 438, -427, -236040, 1511580, -619290
25754, -488, 529, -367, -113540, 1491210, -414680
25774, -423, 596, -364, -153440, 1441790, -293440
25794, -307, 865, -515, -258230, 1360380, -228550
25814, -306, 1152, -635, -304360, 1306690, -142100
25834, -390, 1001, -458, -261100, 1276590, -21420
25854, -380, 733, -129, -116480, 1138830, -41440
25874, -257, 1091, -48, 15260, 851270, -247520
25894, 11, 1856, -187, 6160, 510930, -465360
25914, 232, 1997, -683, -237510, 249760, -525210
25934, -62, 1534, -445, -540260, 174090, -337960
25954, -172, 1815, -244, -310100, 142730, -49630
25974, 65, 1997, -497, 37940, -142520, -151410
25994, 82, 1997, -749, -150430, -480060, -367780
26014, -113, 1717, -577, -550760, -563640, -199430
26034, -159, 1997, -539, -413140, -581560, 119980
26054, -164, 1997, -725, -135940, -755090, 169050
26074, -317, 1623, -713, -372120, -943250, 131530
26094, -438, 1237, -523, -562520, -986020, 370720
26114, -346, 1706, -612, -314230, -1040550, 597310
26134, -370, 1437, -620, -6230, -1304450, 527730
26154, -500, 828, -465, -8680, -1290240, 698880
26174, -589, 790, -427, 171220, -1346940, 700070
26194, -615, 934, -545, 229950, -1501150, 463540
26214, -632, 692, -630, 41300, -1627990, 275940
26234, -646, 368, -587, -74410, -1659700, 270480
26254, -633, 352, -550, -1680, -1662570, 277550
26274, -572, 407, -562, 63980, -1668310, 224840
26294, -503, 311, -553, 51660, -1651440, 197050
26314, -441, 148, -485, 62020, -1591870, 233100
26334, -378, 133, -436, 147420, -1513120, 262640
26354, -312, 196, -399, 238840, -1439900, 238560
26374, -235, 398, -360, 276920, -1361920, 198870
26394, -167, 823, -354, 251440, -1264690, 186270
26414, -109, 1769, -560, 140840, -1141490, 239330
26434, -221, 1806, -735, -103670, -973280, 406490
26454, -301, 1204, -418, -399700, -763490, 644980
26474, -94, 1218, -537, -387030, -689850, 602140
26494, 346, 1994, -1023, -344960, -776930, 207410
26514, 127, 1997, -680, -101920, -347760, 346150
26534, -59, 1916, -536, 42210, 47040, 675080
26554, 39, 1828, -513, -90510, 168140, 498260
26574, 442, 1997, -1179, -370510, 97790, -7770
26594, 95, 1912, -688, -180460, 328720, 16170
26614, -98, 1939, -821, -27370, 689920, 269290
26634, -184, 1284, -583, -289450, 904890, 242830
26654, 67, 1862, -798, -274540, 850990, -237300
26674, -172, 1330, -698, -126210, 895720, -517160
26694, -328, 1202, -665, -186970, 1164030, -415590
26714, -409, 1167, -904, -298340, 1317470, -516390
26734, -644, 1252, -833, -171430, 1381940, -733740
26754, -787, 954, -561, 271180, 1519490, -692510
26774, -699, 896, -572, 388430, 1619520, -582400
26794, -681, 799, -578, 263830, 1602370, -639240
26814, -669, 730, -532, 172340, 1608320, -659960
26834, -654, 520, -363, 115850, 1636740, -607740
26854, -577, 277, -328, 2870, 1650530, -539350
26874, -507, 302, -413, -209720, 1603770, -558880
26894, -508, 427, -497, -264810, 1520190, -647780
26914, -553, 433, -445, -154840, 1553510, -522270
26934, -549, 395, -297, -99400, 1550710, -366310
26954, -439, 382, -261, -164850, 1462510, -294490
26974, -294, 595, -325, -275870, 1323000, -307090
26994, -216, 980, -465, -350070, 1221710, -265720
27014, -212, 1310, -615, -442680, 1177750, -129150
27034, -261, 1498, -509, -451220, 1111320, -25480
27054, -275, 1274, -163, -193480, 921900, -86660
27074, -64, 1764, -123, 105840, 560770, -355600
27094, 155, 1997, -397, 33250, 214410, -547470
27114, 167, 1997, -719, -346640, 35560, -483770
27134, -177, 1556, -275, -483210, 5740, -199500
27154, -83, 1997, -375, -107170, -115010, -14280
27174, 78, 1997, -722, 25200, -473690, -240800
27194, -122, 1631, -657, -384300, -694960, -287420
27214, -246, 1777, -485, -565460, -694190, 45990
27234, -200, 1997, -665, -242130, -786520, 253820
27254, -333, 1686, -719, -154490, -994560, 203560
27274, -487, 1111, -534, -395080, -1109640, 605640
27294, -521, 1237, -497, -65940, -1213590, 683340
27314, -430, 1400, -678, 70000, -1395240, 525770
27334, -505, 749, -553, 11900, -1474060, 513380
27354, -604, 417, -427, 113190, -1469230, 613970
27374, -663, 674, -498, 252000, -1540210, 510370
27394, -625, 829, -647, 175420, -1661590, 302680
27414, -594, 464, -622, -14770, -1711290, 255640
27434, -589, 247, -501, -42490, -1664180, 370370
27454, -569, 312, -447, 80150, -1611680, 430080
27474, -546, 317, -460, 135800, -1591310, 387590
27494, -503, 300, -478, 93030, -1572900, 342930
27514, -423, 314, -484, 64610, -1537550, 319900
27534, -343, 433, -472, 85120, -1478470, 304640
27554, -242, 982, -473, 129990, -1392440, 287490
27574, -136, 1713, -612, 118790, -1284430, 274960
27594, -223, 1420, -642, -60550, -1142260, 331380
27614, -248, 1009, -444, -329420, -951370, 481040
27634, -118, 1183, -483, -348950, -822220, 513100
27654, 180, 1777, -829, -286370, -709730, 182490
27674, 198, 1895, -731, -168770, -474320, 285600
27694, 9, 1728, -504, 20790, -140420, 523460
27714, 16, 1825, -517, -24780, 69230, 522410
27734, 270, 1997, -891, -200480, 117320, 237300
27754, 166, 1934, -769, -195440, 232960, 71470
27774, 5, 1992, -741, -25480, 520240, 201600
27794, -92, 1615, -714, -133210, 771680, 255150
27814, 26, 1801, -787, -270200, 852180, 5740
27834, -98, 1540, -739, -186410, 884310, -309400
27854, -271, 1256, -688, -178920, 1070930, -351190
27874, -379, 1127, -773, -273700, 1251390, -407400
27894, -545, 1184, -767, -222880, 1331540, -612010
27914, -677, 1038, -615, 81200, 1416100, -716590
27934, -691, 878, -575, 264670, 1519700, -674800
27954, -680, 824, -577, 238210, 1561840, -676830
27974, -664, 758, -540, 193200, 1583330, -685720
27994, -659, 505, -407, 154420, 1617280, -632520
28014, -619, 271, -324, 52080, 1644580, -551810
28034, -560, 196, -302, -241710, 1558550, -591500
28054, -509, 259, -339, -266630, 1496110, -646870
28074, -457, 431, -413, -226030, 1464120, -630140
28094, -417, 691, -484, -167230, 1463700, -512750
28114, -418, 903, -580, -173530, 1490370, -302820
28134, -423, 1059, -769, -297360, 1516970, -92260
28154, -483, 1020, -727, -364210, 1509200, 19110
28174, -543, 556, -296, -179690, 1446620, 33600
28194, -452, 751, -66, 74830, 1263360, -90650
28214, -241, 1400, 95, 173110, 956060, -308910
28234, 177, 1997, -468, -21280, 589540, -521570
28254, 263, 1997, -981, -548240, 317590, -644140
28274, -221, 1103, -201, -624330, 349230, -333060
28294, -138, 1997, -244, -92400, 343000, -2940
28314, 178, 1997, -682, 163380, -28490, -247660
28334, 111, 1720, -686, -239890, -397250, -520660
28354, -127, 1593, -383, -586180, -453810, -328720
28374, -42, 1997, -601, -232750, -445970, 46550
28394, -144, 1997, -639, -52640, -650160, 33880
28414, -335, 1442, -693, -639380, -911120, 222530
28434, -364, 1300, -546, -407820, -1016680, 397180
28454, -293, 1762, -610, -57820, -1175510, 398160
28474, -392, 1286, -575, -88480, -1249010, 461020
28494, -498, 745, -426, -102970, -1247680, 663600
28514, -603, 603, -335, 84770, -1297100, 746270
28534, -653, 808, -466, 191660, -1430240, 604240
28554, -639, 717, -644, 62650, -1588720, 401380
28574, -640, 413, -604, -61670, -1662010, 355740
28594, -654, 350, -525, 12460, -1666910, 387100
28614, -642, 444, -541, 109060, -1675590, 343420
28634, -584, 371, -582, 77910, -1691550, 272440
28654, -502, 163, -547, 19740, -1672440, 275240
28674, -425, 127, -494, 82390, -1606850, 319130
28694, -371, 229, -425, 222040, -1527890, 309540
28714, -315, 505, -395, 309190, -1450470, 244930
28734, -214, 1076, -453, 278040, -1373470, 176050
28754, -123, 1906, -735, 108500, -1275400, 179830
28774, -219, 1759, -727, -177870, -1107680, 338590
28794, -276, 1425, -446, -314090, -794080, 538370
28814, -4, 1533, -728, -399770, -870520, 138600
28834, 295, 1921, -939, -471520, -759990, 36540
28854, 113, 1811, -641, -163730, -395500, 361550
28874, -10, 1997, -502, 57190, -51520, 616420
28894, 142, 1993, -675, -81060, 85610, 455840
28914, 337, 1960, -1025, -444850, 75670, 36190
28934, 87, 1902, -690, -254660, 288960, 33880
28954, -67, 1948, -762, 700, 616420, 243950
28974, -96, 1485, -598, -194320, 829920, 225050
28994, 89, 1740, -797, -297150, 815010, -193620
29014, -161, 1247, -674, -205800, 840910, -516670
29034, -341, 1035, -614, -186410, 1107890, -410760
29054, -413, 1052, -801, -252280, 1284920, -443940
29074, -609, 1167, -784, -192430, 1347640, -646870
29094, -739, 922, -526, 170100, 1444590, -695940
29114, -687, 720, -463, 387800, 1554280, -586600
29134, -633, 633, -467, 285110, 1556310, -594790
29154, -613, 567, -426, 162750, 1528730, -652190
29174, -588, 446, -297, 23380, 1537270, -579530
29194, -527, 289, -216, -118580, 1499260, -550760
29214, -421, 274, -275, -281750, 1416240, -594230
29234, -354, 409, -426, -340690, 1351630, -641480
29254, -383, 528, -525, -270760, 1371230, -568260
29274, -491, 525, -424, -153650, 1451380, -348180
29294, -479, 460, -358, -137830, 1480710, -140840
29314, -338, 707, -454, -233170, 1403290, -90650
29334, -248, 1318, -644, -275590, 1296260, -105070
29354, -333, 1556, -615, -270760, 1256010, -9520
29374, -329, 1270, -235, -241290, 1200920, 90930
29394, -156, 1330, -173, -120260, 927430, -117250
29414, 113, 1997, -377, -99190, 555870, -454370
29434, 160, 1997, -563, -195650, 325920, -511070
29454, -75, 1649, -455, -420630, 262850, -294700
29474, -131, 1910, -265, -438410, 201180, -67900
29494, 136, 1997, -603, -109130, -77070, -141750
29514, 42, 1997, -624, -153790, -413630, -346220
29534, -172, 1730, -530, -425250, -506030, -162470
29554, -204, 1997, -512, -257460, -712250, 216580
29574, -165, 1997, -732, -309190, -946400, 137200
29594, -304, 1448, -623, -441490, -1012480, 329490
29614, -418, 1175, -441, -242340, -1036490, 592830
29634, -450, 1334, -459, -1680, -1144080, 636020
29654, -460, 1091, -565, 2590, -1298710, 542640
29674, -544, 599, -473, -37730, -1376550, 568190
29694, -621, 480, -442, 101220, -1430940, 584220
29714, -645, 660, -537, 209090, -1537690, 430150
29734, -589, 648, -639, 135870, -1650530, 251440
29754, -560, 342, -578, 9870, -1686580, 225610
29774, -550, 205, -471, 18830, -1640590, 320600
29794, -525, 237, -428, 126210, -1589630, 366100
29814, -496, 193, -430, 165830, -1564850, 337820
29834, -432, 193, -439, 137830, -1538110, 315350
29854, -377, 204, -421, 133000, -1493450, 303450
29874, -331, 315, -405, 161560, -1426600, 292250
29894, -234, 824, -438, 196140, -1347150, 264250
29914, -83, 1664, -597, 178430, -1265320, 219520
29934, -158, 1688, -689, -234080, -944930, 415450
29954, -285, 1146, -452, -385630, -759640, 550130
29974, -107, 1351, -538, -334110, -741300, 360220
29994, 233, 1913, -902, -357000, -743120, 88480
30014, 249, 1997, -796, -261520, -528500, 160510
30034, 13, 1902, -577, -52430, -160650, 473900
30054, -10, 1917, -516, -63840, 95620, 566160
30074, 335, 1997, -989, -262430, 120820, 246540
30094, 189, 1997, -800, -293510, 183680, -5740
30114, -18, 1997, -792, -81830, 483070, 153510
30134, -107, 1551, -677, -182840, 758030, 251230
30154, 45, 1754, -772, -323330, 835030, -1820
30174, -90, 1501, -699, -215530, 824460, -378980
30194, -259, 1210, -645, -164290, 1005200, -414890
30214, -364, 1149, -796, -263130, 1201340, -426090
30234, -517, 1268, -815, -253750, 1288910, -609700
30254, -664, 1129, -617, 62020, 1376620, -710850
30274, -675, 856, -542, 319130, 1496110, -632380
30294, -660, 754, -539, 278180, 1542450, -613690
30314, -636, 692, -476, 176750, 1554980, -640920
30334, -616, 496, -340, 105840, 1571710, -560490
30354, -559, 233, -236, -67060, 1547910, -514780
30374, -477, 189, -238, -238910, 1468460, -561050
30394, -399, 303, -323, -308070, 1386630, -629580
30414, -354, 507, -494, -294560, 1361360, -618310
30434, -434, 557, -486, -221480, 1409590, -466550
30454, -501, 457, -347, -159180, 1473920, -228270
30474, -399, 414, -373, -228760, 1441230, -107870
30494, -247, 957, -539, -305200, 1316000, -161420
30514, -312, 1314, -586, -234570, 1233890, -157150
30534, -379, 1086, -328, -184170, 1231090, 7910
30554, -289, 962, -101, -175700, 1104530, 15750
30574, -44, 1715, -310, -145600, 776090, -274400
30594, 204, 1997, -536, -135730, 438480, -541030
30614, 44, 1952, -594, -219800, 282870, -465640
30634, -157, 1658, -292, -451220, 273280, -175560
30654, 43, 1997, -523, -298270, 107590, -89600
30674, 135, 1997, -597, -94920, -259560, -316680
30694, -72, 1968, -611, -438480, -507080, -26810
30714, -205, 1997, -510, -369810, -600180, 199150
30734, -217, 1997, -680, -278110, -844270, 166040
30754, -242, 1859, -788, -469350, -1027530, 186900
30774, -376, 1367, -573, -406280, -1076670, 448350
30794, -448, 1496, -506, -108570, -1126790, 657160
30814, -447, 1446, -605, 16940, -1267210, 624050
30834, -574, 808, -501, -32060, -1370180, 625800
30854, -664, 552, -472, 35770, -1432480, 669480
30874, -695, 773, -602, 162610, -1550080, 541030
30894, -648, 805, -714, 151270, -1695890, 316960
30914, -634, 485, -653, 22400, -1762880, 230020
30934, -630, 318, -550, -6580, -1732780, 303170
30954, -600, 343, -522, 69020, -1693230, 351540
30974, -538, 305, -524, 99330, -1671320, 339360
