T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
35104, -47, 1671, -477, -258720, -362250, 309540
35124, -84, 1391, -399, -246050, -336210, 335440
35144, -70, 1175, -366, -252420, -346990, 296030
35164, -61, 937, -292, -208180, -359520, 254520
35184, -61, 803, -222, -123480, -355600, 245000
35204, -86, 670, -152, -59640, -345590, 257950
35224, -94, 572, -132, -35490, -346500, 266910
35244, -110, 485, -108, -31570, -364770, 254590
35264, -114, 416, -102, -28070, -392280, 225120
35284, -114, 385, -107, -19530, -428120, 176750
35304, -113, 359, -101, -10220, -464170, 123970
35324, -105, 359, -111, -7070, -496650, 76440
35344, -97, 382, -117, -10710, -521710, 41300
35364, -94, 444, -130, -21980, -535080, 25060
35384, -87, 556, -154, -46200, -536480, 25550
35404, -54, 811, -235, -90160, -527380, 36750
35424, -12, 1276, -384, -156240, -504630, 59010
35444, 36, 1997, -672, -316750, -349090, 203910
35464, 2, 1955, -617, -328230, -233660, 256690
35484, 24, 1516, -453, -270550, -171640, 160650
35504, 117, 1592, -541, -307440, -120120, 37870
35524, 143, 1997, -774, -370020, 9660, 64960
35544, 24, 1997, -795, -398860, 198800, 194180
35564, 22, 1997, -614, -340690, 324520, 189210
35584, 172, 1997, -788, -316050, 321510, -56700
35604, 132, 1997, -844, -391790, 378280, -203350
35624, -51, 1728, -657, -434210, 544320, -152460
35644, -95, 1740, -562, -379750, 661010, -160090
35664, -29, 1913, -580, -255570, 648550, -365960
35684, -48, 1635, -520, -179200, 636440, -538510
35704, -117, 1339, -525, -203840, 706090, -541100
35724, -207, 1188, -481, -212030, 786380, -502460
35744, -254, 1076, -328, -55510, 831740, -488320
35764, -233, 960, -238, 140420, 837130, -476350
35784, -196, 799, -184, 184940, 807730, -456680
35804, -161, 680, -151, 120890, 764260, -427140
35824, -134, 546, -115, -1680, 675640, -307300
35844, -125, 429, -74, -34860, 629650, -216160
35864, -123, 327, -29, -57470, 572320, -135870
35884, -104, 263, -2, -81340, 496300, -87150
35904, -81, 251, -10, -107870, 409710, -65310
35924, -89, 256, -19, -124180, 331870, -50890
35944, -112, 349, -32, -121730, 263690, -48370
35964, -100, 858, -207, -102690, 183050, -86170
35984, 42, 1997, -634, -65730, 85470, -154070
36004, 6, 1414, -233, -12530, -23380, -207550
36024, -134, 702, -80, -103530, -77980, -161350
36044, -2, 1352, -426, -273070, -139090, -151270
36064, 39, 1997, -661, -308210, -237860, -231700
36084, 50, 1815, -337, -126980, -275170, -214830
36104, -118, 1683, -308, -32690, -296310, -146510
36124, 124, 1997, -962, -329910, -298900, -67270
36144, -22, 1926, -512, -540750, -391370, -141960
36164, 88, 1997, -631, -300160, -394310, -91280
36184, 45, 1997, -745, -201460, -403550, -72660
36204, -57, 1771, -590, -494900, -329770, 106400
36224, 10, 1979, -528, -347830, -358680, 67340
36244, 71, 1972, -602, -301140, -384650, 12320
36264, 6, 1746, -524, -365540, -317380, 126420
36284, -102, 1310, -383, -341250, -247170, 253610
36304, -51, 1257, -344, -291270, -261800, 226240
36324, -33, 1096, -307, -240450, -316820, 112350
36344, -17, 955, -290, -236810, -326060, 91490
36364, -67, 715, -197, -209440, -305200, 150430
36384, -107, 585, -129, -152740, -278810, 232820
36404, -123, 488, -100, -106050, -295330, 245000
36424, -123, 437, -102, -88760, -343280, 200970
36444, -111, 413, -109, -77840, -401030, 134260
36464, -110, 375, -105, -58940, -451780, 76650
36484, -108, 357, -113, -40810, -489090, 47530
36504, -103, 354, -126, -19530, -522410, 32760
36524, -102, 385, -142, -420, -548870, 29960
36544, -99, 570, -189, 16240, -562450, 36120
36564, -63, 1100, -297, 25830, -565250, 35000
36584, 78, 1997, -655, -98770, -514990, 6020
36604, 44, 1846, -679, -321510, -411670, 37520
36624, -71, 891, -300, -341670, -283220, 72380
36644, -4, 828, -257, -246470, -250250, -50120
36664, 77, 1336, -354, -256620, -209370, -137830
36684, 420, 1997, -1408, -379820, -95410, -89110
36704, -48, 1997, -855, -606270, 154350, 145530
36724, -23, 1643, -380, -439880, 297640, 173950
36744, 352, 1997, -955, -262010, 147980, -301140
36764, 273, 1997, -1044, -434980, 217280, -437710
36784, -164, 1239, -539, -555030, 511910, -210280
36804, -136, 1936, -538, -376670, 672280, -149730
36824, 78, 1997, -642, -80010, 554610, -516880
36844, 13, 1612, -493, -43260, 513520, -720300
36864, -83, 1273, -633, -225680, 654080, -623070
36884, -259, 1243, -515, -273350, 783230, -524930
36904, -269, 1281, -304, 79800, 855820, -457660
36924, -228, 1022, -218, 384720, 845320, -421120
36944, -198, 806, -150, 301840, 783860, -412860
36964, -103, 754, -153, 42070, 634270, -435820
36984, -100, 544, -122, -11130, 589680, -331660
37004, -127, 368, -28, -18340, 558740, -178080
37024, -124, 264, 57, -18690, 487340, -80150
37044, -110, 225, 67, -68880, 374570, -41650
37064, -72, 151, 13, -135450, 252910, -32130
37084, -69, 108, -8, -157990, 154070, -35420
37104, -95, 111, 26, -125090, 86450, -44730
37124, -104, 198, 22, -82530, 16940, -79800
37144, -95, 414, -61, -71680, -68110, -132020
37164, 133, 1997, -725, -69790, -149730, -170450
37184, 129, 1997, -533, -13160, -189490, -125370
37204, -273, 669, -29, 17710, -149030, 82040
37224, -166, 1587, -375, -303170, -178920, 117740
37244, 219, 1997, -1217, -551250, -402780, -197820
37264, 161, 1997, -436, -483980, -521850, -362530
37284, -195, 1997, -405, -770, -402290, -73780
37304, 88, 1997, -1168, -288610, -262080, 240030
37324, -26, 1853, -617, -765310, -363720, 164150
37344, 191, 1997, -795, -200760, -470260, 57190
37364, -7, 1997, -781, -328580, -303870, 317660
37384, -125, 1933, -679, -472500, -209020, 461790
37404, 79, 1997, -653, -385140, -277200, 314020
37424, 108, 1893, -631, -235410, -342370, 138390
37444, 10, 1830, -510, -202090, -219240, 286300
37464, -155, 1178, -333, -203420, -92400, 458290
37484, -67, 1127, -305, -216790, -89810, 417130
37504, -33, 917, -246, -153230, -178080, 200200
37524, 24, 859, -260, -127610, -213360, 93310
37544, -41, 659, -151, -97230, -192920, 121590
37564, -87, 527, -96, -54600, -138530, 234430
37584, -107, 404, -64, -32480, -132020, 281260
37604, -112, 327, -51, -24290, -170730, 242410
37624, -96, 334, -50, -15750, -227290, 151340
37644, -88, 340, -56, -11410, -288750, 47250
37664, -84, 321, -86, -27860, -337400, -19180
37684, -59, 356, -137, -46200, -377020, -53060
37704, -66, 436, -151, -35350, -401450, -63840
37724, -64, 703, -187, 59500, -387100, -50540
37744, -29, 1342, -297, 30450, -377510, -72520
37764, 50, 1942, -508, -133210, -346850, -97160
37784, 27, 1504, -555, -361690, -274470, -98420
37804, -7, 1262, -430, -365820, -179480, -96530
37824, 54, 1802, -469, -219170, -131180, -191730
37844, 176, 1997, -720, -224420, -71190, -263830
37864, 136, 1997, -809, -401870, 37170, -271180
37884, 37, 1997, -698, -457730, 191450, -223720
37904, 93, 1997, -732, -281120, 250460, -330540
37924, 154, 1997, -779, -203700, 275380, -485660
37944, 21, 1997, -734, -303940, 372680, -525770
37964, -84, 1997, -670, -283850, 504000, -495950
37984, -96, 1997, -576, -41230, 562100, -543900
38004, -89, 1812, -502, 94220, 574700, -613270
38024, -71, 1579, -553, 49070, 592480, -641830
38044, -126, 1531, -512, 48720, 637420, -584780
38064, -194, 1455, -398, 180810, 710080, -431970
38084, -203, 1151, -280, 286860, 753130, -286930
38104, -169, 860, -165, 237860, 633080, -290500
38124, -113, 721, -114, 190470, 548450, -292390
38144, -88, 607, -74, 121730, 490000, -216720
38164, -105, 449, -26, 42140, 442260, -103880
38184, -105, 349, -3, -20650, 369950, -29470
38204, -99, 259, 10, -56350, 275870, -5040
38224, -91, 199, 18, -64470, 179340, -9380
38244, -77, 184, 15, -53690, 86310, -33530
38264, -83, 189, 9, -37100, 3290, -61880
38284, -103, 220, 11, -22470, -67690, -85050
38304, -110, 396, -30, -15400, -140910, -118580
38324, -41, 1046, -220, -27090, -225400, -164710
38344, 106, 1997, -749, -61670, -296100, -169120
38364, -100, 1352, -265, -117600, -293510, -22050
38384, -270, 837, -79, -190610, -266490, 142870
38404, 54, 1997, -856, -321580, -357000, 45920
38424, 158, 1997, -777, -484680, -536410, -217770
38444, -76, 1737, -307, -349860, -514920, -147560
38464, -119, 1997, -683, -126420, -351610, 175350
38484, 78, 1997, -922, -658700, -408730, 169750
38504, 64, 1997, -625, -357840, -398580, 197400
38524, 49, 1997, -792, -227640, -336630, 274750
38544, -22, 1997, -771, -368900, -231980, 409990
38564, -33, 1879, -619, -386190, -209720, 401170
38584, 107, 1997, -662, -237090, -235620, 291830
38604, 47, 1997, -586, -158690, -191800, 287910
38624, -56, 1648, -455, -169400, -87710, 388990
38644, -59, 1200, -354, -203000, -37590, 404670
38664, -17, 1080, -298, -171920, -70980, 280280
38684, 2, 979, -263, -104790, -92400, 181720
38704, 2, 987, -269, -75460, -78050, 173180
38724, -63, 888, -211, -56560, -36260, 231210
38744, -67, 822, -187, -35140, -630, 276360
38764, -75, 652, -124, -20370, -13090, 225820
38784, -51, 554, -89, -19250, -46410, 130970
38804, -58, 428, -59, -37380, -89670, 40600
38824, -58, 321, -51, -70910, -121310, 8260
38844, -66, 250, -40, -86940, -152180, 6230
38864, -82, 193, -30, -36260, -217910, 5460
38884, -86, 180, -30, 1120, -258160, -25410
38904, -94, 193, -41, 28980, -299320, -78120
38924, -120, 258, -48, 40180, -335160, -143780
38944, -125, 450, -100, 26250, -372890, -229810
38964, -30, 1315, -363, -21140, -406420, -322420
38984, 513, 1997, -1457, -93870, -394730, -367010
39004, 29, 1997, -636, -152600, -212310, -213290
39024, -119, 1230, -241, -152040, 48300, -2100
39044, 127, 1997, -698, -288680, -53060, -374500
39064, 420, 1997, -1082, -307510, -86660, -630630
39084, -57, 1659, -381, -135240, 99540, -495950
39104, -88, 1997, -657, -111930, 373240, -204820
39124, 156, 1997, -916, -219590, 318360, -473970
39144, 127, 1997, -569, -40180, 210910, -810810
39164, -64, 1977, -632, 97510, 385000, -603960
39184, -108, 1997, -694, -68950, 562030, -379190
39204, -54, 1864, -484, 50330, 534660, -480620
39224, -41, 1686, -340, 379120, 452690, -579600
39244, -20, 1415, -379, 131250, 492450, -356020
39264, -75, 1131, -420, 46410, 502390, -264460
39284, -134, 987, -228, 250180, 501130, -175770
39304, -121, 872, -94, 378560, 448210, -136010
39324, -111, 683, -29, 296100, 364000, -124040
39344, -105, 502, 25, 145600, 270970, -122570
39364, -65, 428, -12, 4970, 161420, -137550
39384, -49, 308, -41, -79170, 64260, -127890
39404, -65, 244, -13, -79170, 4200, -75600
39424, -80, 212, 22, -26460, -45010, -21350
39444, -72, 223, 17, 8820, -112420, 5390
39464, -74, 242, 0, 1680, -192360, 19250
39484, -105, 305, 7, -26670, -259350, 43330
39504, -117, 516, -35, -67200, -315490, 68810
39524, -33, 1315, -317, -144690, -382480, 85890
39544, -97, 1997, -903, -264040, -431340, 166670
39564, -266, 1342, -194, -350350, -359940, 470890
39584, -242, 1282, -201, -166390, -335440, 621950
39604, 334, 1997, -1436, -192430, -527100, 281330
39624, -88, 1829, -534, -262570, -437710, 493220
39644, -242, 1997, -260, 172690, -233660, 798280
39664, 54, 1997, -930, -104860, -324660, 522410
39684, 74, 1951, -758, -427560, -420280, 294700
39704, 130, 1997, -650, 129850, -240100, 554050
39724, -68, 1997, -477, 343140, -106680, 646730
39744, 138, 1997, -882, 3500, -103110, 461790
39764, 110, 1895, -658, -148680, -91350, 332710
39784, 20, 1997, -482, 247660, 13370, 381360
39804, 3, 1952, -419, 335510, 151060, 453600
39824, 8, 1301, -456, 48020, 173950, 314300
39844, 45, 1131, -449, -140490, 183190, 188930
39864, -55, 1058, -217, 15050, 232820, 167160
39884, -104, 843, -135, 188650, 323190, 238350
39904, -90, 685, -137, 90020, 356580, 252490
39924, -86, 503, -96, -76790, 320670, 154070
39944, -44, 430, -116, -171080, 275240, 39900
39964, -41, 334, -85, -190120, 218330, -62020
39984, -48, 318, -22, -137410, 194670, -82180
40004, -62, 291, 28, -64540, 146650, -7000
40024, -85, 204, 32, -61880, 89320, 35840
40044, -74, 166, -7, -88200, 13020, 38150
40064, -81, 110, -41, -66710, -50820, 7840
40084, -114, 110, -52, 8400, -93940, -53760
40104, -142, 251, -78, 120610, -138250, -163800
40124, -135, 543, -163, 221900, -195370, -298340
40144, 46, 1603, -551, 287980, -249970, -400330
40164, 369, 1997, -950, 353220, -230440, -372400
40184, -147, 1343, -277, 273210, -23870, -110950
40204, -148, 1045, -353, -174440, 110040, -53480
40224, 5, 1970, -751, -172690, -44100, -471660
40244, 404, 1997, -991, 174650, -117180, -699860
40264, -122, 1979, -320, 500780, 22120, -484260
40284, -78, 1997, -869, 118650, 276640, -144900
40304, 202, 1997, -1000, -155050, 153580, -476210
40324, 100, 1997, -447, 393890, 14840, -726040
40344, -7, 1997, -735, 527310, 188510, -392420
40364, -59, 1997, -742, 27160, 329420, -195930
40384, 145, 1997, -655, 100380, 226520, -467950
40404, -47, 1730, -241, 499870, 241150, -242550
40424, 1, 1402, -470, 76510, 280560, -137200
40444, -74, 1148, -404, 57050, 230580, -191030
40464, -39, 1226, -251, 412440, 194670, -193130
40484, -32, 1064, -94, 509810, 146370, -155680
40504, -104, 700, 6, 302260, 131180, -46060
40524, -76, 525, -64, 44660, 63630, -22050
40544, -44, 355, -120, -87640, -32060, -60480
40564, -71, 252, -63, -44450, -76300, -58870
40584, -82, 235, 5, 80570, -99330, -46830
40604, -58, 250, 2, 151550, -152530, -59710
40624, -32, 256, -10, 139020, -224280, -66080
40644, -48, 243, 20, 94990, -272370, -22050
40664, -70, 243, 23, 43610, -295120, 61530
40684, -73, 269, -38, -30100, -327460, 142660
40704, -79, 348, -98, -112280, -367640, 222110
40724, -89, 715, -207, -151970, -381990, 328370
40744, 140, 1997, -1118, -129290, -359310, 477400
40764, -221, 1997, -399, -55440, -282380, 715680
40784, -258, 1094, -112, 78610, -301630, 586600
40804, 174, 1718, -1015, -467320, -577150, 28980
40824, 101, 1997, -594, -202020, -454020, 226310
40844, -86, 1997, -359, 651980, -51590, 835520
40864, 22, 1997, -642, 339920, 17080, 697690
40884, 305, 1997, -1117, -423780, -193760, 145880
40904, 265, 1997, -633, 137760, -89390, 255640
40924, -231, 1997, -291, 651280, 132020, 520450
40944, 289, 1997, -1052, 197960, 297640, 577080
40964, 100, 1695, -650, -219100, 156310, 147700
40984, 132, 1997, -632, 187110, 232960, 158830
41004, -254, 1424, -343, 395710, 426440, 374290
41024, -13, 1399, -452, -7700, 569800, 471240
41044, 18, 1036, -413, -198590, 439740, 108010
41064, 2, 1248, -297, -106680, 397600, -59080
41084, -204, 704, -57, 67410, 472150, 21280
41104, -80, 629, -233, -41720, 580440, 217210
41124, -147, 254, -142, -304220, 508970, 151270
41144, -101, 390, -114, -370580, 442120, 29820
41164, -98, 323, 3, -68320, 309960, -211400
41184, -82, 291, 56, -28700, 243180, -206220
41204, -57, 313, 73, -56420, 147420, -169820
41224, -81, 209, 35, -131670, 57120, -82600
41244, -75, 142, -33, -172410, -36890, -16310
41264, -78, 60, -75, -105700, -114730, 6020
41284, -70, 67, -125, 41580, -161840, -7700
41304, -61, 237, -161, 253610, -189490, -58240
41324, -58, 599, -270, 467880, -199780, -100450
41344, 233, 1997, -971, 632520, -208670, -123270
41364, 228, 1997, -596, 760900, -174370, -81200
41384, -132, 817, -286, 392280, -18270, 32200
41404, -62, 1302, -710, -309190, 16310, -111790
41424, 150, 1997, -1038, 14280, -116270, -459760
41444, 106, 1997, -385, 714000, -148260, -517860
41464, -50, 1911, -639, 785610, 52640, -176050
41484, -25, 1997, -984, -60620, 214060, -49980
41504, 457, 1997, -1006, 73150, 7700, -466620
41524, -72, 1997, -273, 796040, -76090, -524720
41544, 25, 1991, -883, -62860, 218610, -110180
41564, 8, 1997, -683, 315210, 84350, -338030
41584, 158, 1997, -446, 742280, 24010, -350980
41604, -61, 1423, -231, 436940, 174300, -55090
41624, 3, 1202, -500, -630, 170380, -40460
41644, -89, 1022, -319, 100450, 110460, -123620
41664, 39, 1304, -272, 456960, 42770, -186270
41684, -44, 959, -45, 498540, -3220, -157850
41704, -101, 613, 0, 262570, 19040, -4480
41724, -48, 436, -124, 3080, -47530, 13650
41744, -58, 285, -115, -106260, -135240, -31360
41764, -96, 222, -34, -32410, -161000, -34720
41784, -106, 241, 10, 90580, -185990, -56840
41804, -42, 283, -40, 137550, -249130, -107940
41824, -16, 280, -41, 121380, -314510, -127820
41844, -49, 276, 22, 93800, -336280, -64820
41864, -76, 281, 11, 57120, -336280, 51170
41884, -73, 301, -75, -15330, -362180, 165410
41904, -65, 424, -165, -89670, -399910, 281960
41924, 10, 1445, -477, 8820, -337260, 617190
41944, -100, 1997, -907, 205450, -161700, 934920
41964, -279, 1236, -3, 299670, -74550, 959700
41984, -65, 1037, -346, -192150, -409080, 214130
42004, 503, 1997, -1411, -478730, -528430, -42910
42024, 76, 1997, -553, 188860, -262710, 351890
42044, -408, 1997, 70, 867580, 149170, 880810
42064, 311, 1997, -1210, 172130, 172900, 595980
42084, 170, 1997, -774, -470960, -89530, -34020
42104, 208, 1997, -975, 394170, 103880, 225680
42124, -337, 1824, -282, 612990, 402990, 598710
42144, 234, 1992, -1003, -43260, 514570, 538860
42164, 230, 1997, -748, -213710, 273280, -30590
42184, -250, 1997, -527, 305550, 402990, 99610
42204, -161, 1357, -535, 168840, 690830, 479710
42224, -45, 1118, -428, -330470, 729890, 411390
42244, 93, 1401, -429, -218820, 518490, -67550
42264, -159, 984, -137, 20510, 480550, -189770
42284, -129, 751, -219, -19950, 604030, 21350
42304, -98, 396, -325, -543900, 536830, -5670
42324, -129, 337, -176, -343280, 491610, -126630
42344, -112, 487, -15, -14630, 438620, -231070
42364, -153, 327, 114, 67340, 377510, -215950
42384, -86, 403, 109, -29190, 254170, -194180
42404, -89, 306, 29, -181300, 101780, -161210
42424, -48, 201, -101, -285250, -24500, -98000
42444, -40, 107, -128, -209440, -107730, -35980
42464, -27, 181, -99, 29400, -133420, 35490
42484, -68, 238, -18, 288750, -143150, 92470
42504, -82, 336, -31, 450450, -166250, 140980
42524, -13, 744, -246, 502530, -229390, 143010
42544, 316, 1997, -1097, 532840, -286930, 132090
42564, 4, 1997, -338, 718830, -231280, 208530
42584, -88, 968, -354, 620340, -89600, 274470
42604, 84, 1558, -782, -148820, -162960, -52150
42624, 269, 1997, -1052, 7210, -263970, -331170
42644, 35, 1997, -305, 645610, -225260, -282940
42664, 28, 1997, -766, 929740, -63280, -35070
42684, 19, 1997, -903, 36260, -102550, -353780
42704, 486, 1997, -1069, 686280, -152040, -410340
42724, -84, 1997, -328, 668220, 71190, -60340
42744, 47, 1997, -830, 54530, 137900, -51730
42764, 106, 1997, -741, 230930, 7280, -308070
42784, 162, 1997, -464, 645820, -42490, -340200
42804, -74, 1466, -216, 528150, 118300, -44240
42824, -9, 1254, -476, 89460, 138880, -3710
42844, -73, 1049, -316, 67550, 52850, -140280
42864, 48, 1187, -270, 365050, -22330, -227010
42884, -37, 860, -53, 448350, -69440, -208180
42904, -109, 534, 34, 311360, -38570, -44450
42924, -80, 372, -51, 94010, -82180, 14840
42944, -59, 277, -93, -64190, -181930, -24780
42964, -91, 173, -38, -77910, -236530, -47740
42984, -101, 177, 1, 6580, -256200, -60830
43004, -76, 193, -23, 64890, -298620, -99190
43024, -35, 196, -63, 55090, -363510, -134820
43044, -21, 198, -51, 33600, -409360, -120890
43064, -40, 221, -20, 56070, -405720, 73360
43084, -51, 281, -37, 53970, -414190, 204050
43104, -19, 509, -166, 56980, -423360, 370720
43124, 38, 1435, -483, 136640, -371560, 618520
43144, -99, 1997, -679, 349370, -172270, 1008350
43164, -335, 1283, 0, 478800, 9870, 1146530
43184, -1, 1049, -493, -167370, -339500, 304220
43204, 441, 1997, -1209, -469280, -527030, -122080
43224, 229, 1997, -732, 256620, -256270, 257110
43244, -458, 1997, 76, 950040, 126980, 755090
43264, 378, 1997, -1378, 325080, 287630, 693070
43284, 162, 1997, -735, -403550, -10850, -16660
43304, 86, 1997, -981, 406700, 98000, 104580
43324, -297, 1932, -377, 656460, 421330, 533610
43344, 131, 1813, -814, 42560, 626080, 616490
43364, 309, 1997, -840, -163870, 332850, -44450
43384, -351, 1799, -493, 327810, 405300, -700
43404, -183, 1319, -548, 186900, 731500, 455350
43424, -65, 1070, -432, -325430, 808780, 458010
43444, 68, 1458, -377, 79660, 501830, -226170
43464, -178, 898, -104, 18060, 620830, -8050
43484, -81, 802, -269, -359520, 641830, 95270
43504, -114, 294, -288, -577500, 553280, -9940
43524, -114, 320, -185, -423290, 504560, -120260
43544, -127, 374, -4, -70490, 453040, -219240
43564, -141, 332, 126, 75600, 398230, -198870
43584, -113, 342, 144, 19950, 275380, -167510
43604, -102, 263, 47, -129500, 106890, -134610
43624, -65, 170, -84, -249620, -51940, -87920
43644, -34, 103, -137, -208740, -165270, -37170
43664, -17, 152, -112, -5180, -209020, 32620
43684, -54, 209, -55, 261380, -208740, 108150
43704, -87, 318, -43, 463260, -209370, 168420
43724, 17, 982, -364, 568750, -248990, 174510
43744, 484, 1997, -1400, 607530, -310730, 141260
43764, -137, 1752, -233, 776230, -263270, 207200
